realtime_start,realtime_end,date,value
2025-09-22,2025-09-22,1997-01-01,89.0334
2025-09-22,2025-09-22,1997-02-01,89.8987
2025-09-22,2025-09-22,1997-03-01,86.604
2025-09-22,2025-09-22,1997-04-01,90.3744
2025-09-22,2025-09-22,1997-05-01,89.6916
2025-09-22,2025-09-22,1997-06-01,89.6362
2025-09-22,2025-09-22,1997-07-01,89.9178
2025-09-22,2025-09-22,1997-08-01,88.3426
2025-09-22,2025-09-22,1997-09-01,92.5225
2025-09-22,2025-09-22,1997-10-01,93.4212
2025-09-22,2025-09-22,1997-11-01,94.0803
2025-09-22,2025-09-22,1997-12-01,93.474
2025-09-22,2025-09-22,1998-01-01,93.2715
2025-09-22,2025-09-22,1998-02-01,95.3293
2025-09-22,2025-09-22,1998-03-01,91.7846
2025-09-22,2025-09-22,1998-04-01,90.2573
2025-09-22,2025-09-22,1998-05-01,89.0465
2025-09-22,2025-09-22,1998-06-01,81.5919
2025-09-22,2025-09-22,1998-07-01,86.1113
2025-09-22,2025-09-22,1998-08-01,84.7146
2025-09-22,2025-09-22,1998-09-01,78.0163
2025-09-22,2025-09-22,1998-10-01,81.4278
2025-09-22,2025-09-22,1998-11-01,76.5004
2025-09-22,2025-09-22,1998-12-01,80.0369
2025-09-22,2025-09-22,1999-01-01,82.0026
2025-09-22,2025-09-22,1999-02-01,79.7805
2025-09-22,2025-09-22,1999-03-01,81.2223
2025-09-22,2025-09-22,1999-04-01,82.5665
2025-09-22,2025-09-22,1999-05-01,82.2155
2025-09-22,2025-09-22,1999-06-01,83.6311
2025-09-22,2025-09-22,1999-07-01,86.0839
2025-09-22,2025-09-22,1999-08-01,87.7068
2025-09-22,2025-09-22,1999-09-01,87.6587
2025-09-22,2025-09-22,1999-10-01,87.5486
2025-09-22,2025-09-22,1999-11-01,91.6117
2025-09-22,2025-09-22,1999-12-01,93.2707
2025-09-22,2025-09-22,2000-01-01,92.4679
2025-09-22,2025-09-22,2000-02-01,91.1943
2025-09-22,2025-09-22,2000-03-01,94.8109
2025-09-22,2025-09-22,2000-04-01,89.3312
2025-09-22,2025-09-22,2000-05-01,89.3105
2025-09-22,2025-09-22,2000-06-01,89.0325
2025-09-22,2025-09-22,2000-07-01,84.6372
2025-09-22,2025-09-22,2000-08-01,84.8656
2025-09-22,2025-09-22,2000-09-01,88.0876
2025-09-22,2025-09-22,2000-10-01,82.5569
2025-09-22,2025-09-22,2000-11-01,81.5184
2025-09-22,2025-09-22,2000-12-01,81.322
2025-09-22,2025-09-22,2001-01-01,79.6339
2025-09-22,2025-09-22,2001-02-01,78.9479
2025-09-22,2025-09-22,2001-03-01,76.8868
2025-09-22,2025-09-22,2001-04-01,83.3612
2025-09-22,2025-09-22,2001-05-01,84.4894
2025-09-22,2025-09-22,2001-06-01,84.4303
2025-09-22,2025-09-22,2001-07-01,86.0987
2025-09-22,2025-09-22,2001-08-01,83.693
2025-09-22,2025-09-22,2001-09-01,82.1259
2025-09-22,2025-09-22,2001-10-01,79.7588
2025-09-22,2025-09-22,2001-11-01,78.2326
2025-09-22,2025-09-22,2001-12-01,68.569
2025-09-22,2025-09-22,2002-01-01,79.6025
2025-09-22,2025-09-22,2002-02-01,79.8739
2025-09-22,2025-09-22,2002-03-01,82.2143
2025-09-22,2025-09-22,2002-04-01,82.3181
2025-09-22,2025-09-22,2002-05-01,87.2326
2025-09-22,2025-09-22,2002-06-01,87.3066
2025-09-22,2025-09-22,2002-07-01,85.8659
2025-09-22,2025-09-22,2002-08-01,90.9798
2025-09-22,2025-09-22,2002-09-01,88.783
2025-09-22,2025-09-22,2002-10-01,88.7018
2025-09-22,2025-09-22,2002-11-01,92.182
2025-09-22,2025-09-22,2002-12-01,83.5982
2025-09-22,2025-09-22,2003-01-01,92.7502
2025-09-22,2025-09-22,2003-02-01,86.7465
2025-09-22,2025-09-22,2003-03-01,79.0724
2025-09-22,2025-09-22,2003-04-01,88.1239
2025-09-22,2025-09-22,2003-05-01,81.5301
2025-09-22,2025-09-22,2003-06-01,90.2408
2025-09-22,2025-09-22,2003-07-01,84.9209
2025-09-22,2025-09-22,2003-08-01,81.087
2025-09-22,2025-09-22,2003-09-01,80.8253
2025-09-22,2025-09-22,2003-10-01,88.6173
2025-09-22,2025-09-22,2003-11-01,90.8831
2025-09-22,2025-09-22,2003-12-01,99.3231
2025-09-22,2025-09-22,2004-01-01,90.3233
2025-09-22,2025-09-22,2004-02-01,92.2795
2025-09-22,2025-09-22,2004-03-01,93.9971
2025-09-22,2025-09-22,2004-04-01,91.7439
2025-09-22,2025-09-22,2004-05-01,93.7194
2025-09-22,2025-09-22,2004-06-01,92.6025
2025-09-22,2025-09-22,2004-07-01,99.1693
2025-09-22,2025-09-22,2004-08-01,95.4298
2025-09-22,2025-09-22,2004-09-01,96.9103
2025-09-22,2025-09-22,2004-10-01,98.0254
2025-09-22,2025-09-22,2004-11-01,96.9571
2025-09-22,2025-09-22,2004-12-01,94.0276
2025-09-22,2025-09-22,2005-01-01,92.6143
2025-09-22,2025-09-22,2005-02-01,91.5728
2025-09-22,2025-09-22,2005-03-01,89.1656
2025-09-22,2025-09-22,2005-04-01,86.2733
2025-09-22,2025-09-22,2005-05-01,82.464
2025-09-22,2025-09-22,2005-06-01,79.9079
2025-09-22,2025-09-22,2005-07-01,77.8474
2025-09-22,2025-09-22,2005-08-01,84.1483
2025-09-22,2025-09-22,2005-09-01,85.4845
2025-09-22,2025-09-22,2005-10-01,85.2865
2025-09-22,2025-09-22,2005-11-01,90.3112
2025-09-22,2025-09-22,2005-12-01,90.9585
2025-09-22,2025-09-22,2006-01-01,90.198
2025-09-22,2025-09-22,2006-02-01,91.4754
2025-09-22,2025-09-22,2006-03-01,92.3917
2025-09-22,2025-09-22,2006-04-01,92.0314
2025-09-22,2025-09-22,2006-05-01,94.5581
2025-09-22,2025-09-22,2006-06-01,93.4538
2025-09-22,2025-09-22,2006-07-01,89.1057
2025-09-22,2025-09-22,2006-08-01,89.4987
2025-09-22,2025-09-22,2006-09-01,89.2234
2025-09-22,2025-09-22,2006-10-01,83.7076
2025-09-22,2025-09-22,2006-11-01,82.2585
2025-09-22,2025-09-22,2006-12-01,79.3063
2025-09-22,2025-09-22,2007-01-01,84.7114
2025-09-22,2025-09-22,2007-02-01,84.1474
2025-09-22,2025-09-22,2007-03-01,84.9229
2025-09-22,2025-09-22,2007-04-01,85.9693
2025-09-22,2025-09-22,2007-05-01,85.2608
2025-09-22,2025-09-22,2007-06-01,84.1713
2025-09-22,2025-09-22,2007-07-01,84.8156
2025-09-22,2025-09-22,2007-08-01,84.3985
2025-09-22,2025-09-22,2007-09-01,81.9692
2025-09-22,2025-09-22,2007-10-01,87.9361
2025-09-22,2025-09-22,2007-11-01,91.2226
2025-09-22,2025-09-22,2007-12-01,91.9898
2025-09-22,2025-09-22,2008-01-01,92.5445
2025-09-22,2025-09-22,2008-02-01,92.6723
2025-09-22,2025-09-22,2008-03-01,89.979
2025-09-22,2025-09-22,2008-04-01,92.7788
2025-09-22,2025-09-22,2008-05-01,89.2068
2025-09-22,2025-09-22,2008-06-01,88.4297
2025-09-22,2025-09-22,2008-07-01,90.3932
2025-09-22,2025-09-22,2008-08-01,87.0214
2025-09-22,2025-09-22,2008-09-01,80.5639
2025-09-22,2025-09-22,2008-10-01,70.4081
2025-09-22,2025-09-22,2008-11-01,56.3076
2025-09-22,2025-09-22,2008-12-01,46.5403
2025-09-22,2025-09-22,2009-01-01,44.684
2025-09-22,2025-09-22,2009-02-01,45.0162
2025-09-22,2025-09-22,2009-03-01,40.6815
2025-09-22,2025-09-22,2009-04-01,40.1687
2025-09-22,2025-09-22,2009-05-01,41.3864
2025-09-22,2025-09-22,2009-06-01,45.1842
2025-09-22,2025-09-22,2009-07-01,52.2707
2025-09-22,2025-09-22,2009-08-01,55.3953
2025-09-22,2025-09-22,2009-09-01,59.3344
2025-09-22,2025-09-22,2009-10-01,62.541
2025-09-22,2025-09-22,2009-11-01,62.7889
2025-09-22,2025-09-22,2009-12-01,64.9727
2025-09-22,2025-09-22,2010-01-01,65.8458
2025-09-22,2025-09-22,2010-02-01,68.88
2025-09-22,2025-09-22,2010-03-01,73.0948
2025-09-22,2025-09-22,2010-04-01,71.4931
2025-09-22,2025-09-22,2010-05-01,73.4903
2025-09-22,2025-09-22,2010-06-01,71.9629
2025-09-22,2025-09-22,2010-07-01,65.8102
2025-09-22,2025-09-22,2010-08-01,66.8246
2025-09-22,2025-09-22,2010-09-01,69.4286
2025-09-22,2025-09-22,2010-10-01,67.3155
2025-09-22,2025-09-22,2010-11-01,70.7513
2025-09-22,2025-09-22,2010-12-01,73.2935
2025-09-22,2025-09-22,2011-01-01,74.2577
2025-09-22,2025-09-22,2011-02-01,74.2922
2025-09-22,2025-09-22,2011-03-01,75.1276
2025-09-22,2025-09-22,2011-04-01,73.1893
2025-09-22,2025-09-22,2011-05-01,72.3061
2025-09-22,2025-09-22,2011-06-01,74.6927
2025-09-22,2025-09-22,2011-07-01,74.3843
2025-09-22,2025-09-22,2011-08-01,76.4846
2025-09-22,2025-09-22,2011-09-01,76.2697
2025-09-22,2025-09-22,2011-10-01,77.2091
2025-09-22,2025-09-22,2011-11-01,77.6729
2025-09-22,2025-09-22,2011-12-01,80.9972
2025-09-22,2025-09-22,2012-01-01,79.3982
2025-09-22,2025-09-22,2012-02-01,81.1387
2025-09-22,2025-09-22,2012-03-01,78.6282
2025-09-22,2025-09-22,2012-04-01,79.8683
2025-09-22,2025-09-22,2012-05-01,78.6141
2025-09-22,2025-09-22,2012-06-01,74.9612
2025-09-22,2025-09-22,2012-07-01,74.5305
2025-09-22,2025-09-22,2012-08-01,76.3572
2025-09-22,2025-09-22,2012-09-01,70.5012
2025-09-22,2025-09-22,2012-10-01,71.4474
2025-09-22,2025-09-22,2012-11-01,75.7634
2025-09-22,2025-09-22,2012-12-01,77.2964
2025-09-22,2025-09-22,2013-01-01,78.6756
2025-09-22,2025-09-22,2013-02-01,78.2778
2025-09-22,2025-09-22,2013-03-01,77.0813
2025-09-22,2025-09-22,2013-04-01,78.1408
2025-09-22,2025-09-22,2013-05-01,78.2572
2025-09-22,2025-09-22,2013-06-01,77.0994
2025-09-22,2025-09-22,2013-07-01,79.7736
2025-09-22,2025-09-22,2013-08-01,78.5866
2025-09-22,2025-09-22,2013-09-01,78.79
2025-09-22,2025-09-22,2013-10-01,80.8998
2025-09-22,2025-09-22,2013-11-01,79.5143
2025-09-22,2025-09-22,2013-12-01,77.7185
2025-09-22,2025-09-22,2014-01-01,75.9134
2025-09-22,2025-09-22,2014-02-01,77.7646
2025-09-22,2025-09-22,2014-03-01,77.8122
2025-09-22,2025-09-22,2014-04-01,78.3654
2025-09-22,2025-09-22,2014-05-01,78.1094
2025-09-22,2025-09-22,2014-06-01,79.0126
2025-09-22,2025-09-22,2014-07-01,80.3544
2025-09-22,2025-09-22,2014-08-01,79.2784
2025-09-22,2025-09-22,2014-09-01,81.6228
2025-09-22,2025-09-22,2014-10-01,81.5196
2025-09-22,2025-09-22,2014-11-01,80.6325
2025-09-22,2025-09-22,2014-12-01,81.6659
2025-09-22,2025-09-22,2015-01-01,77.2592
2025-09-22,2025-09-22,2015-02-01,72.2302
2025-09-22,2025-09-22,2015-03-01,69.5107
2025-09-22,2025-09-22,2015-04-01,70.8895
2025-09-22,2025-09-22,2015-05-01,70.908
2025-09-22,2025-09-22,2015-06-01,75.7617
2025-09-22,2025-09-22,2015-07-01,75.1442
2025-09-22,2025-09-22,2015-08-01,72.4625
2025-09-22,2025-09-22,2015-09-01,72.1747
2025-09-22,2025-09-22,2015-10-01,71.8585
2025-09-22,2025-09-22,2015-11-01,67.1539
2025-09-22,2025-09-22,2015-12-01,67.2677
2025-09-22,2025-09-22,2016-01-01,68.7673
2025-09-22,2025-09-22,2016-02-01,70.7427
2025-09-22,2025-09-22,2016-03-01,71.6388
2025-09-22,2025-09-22,2016-04-01,71.4546
2025-09-22,2025-09-22,2016-05-01,73.0517
2025-09-22,2025-09-22,2016-06-01,73.2707
2025-09-22,2025-09-22,2016-07-01,70.6866
2025-09-22,2025-09-22,2016-08-01,70.2379
2025-09-22,2025-09-22,2016-09-01,68.1338
2025-09-22,2025-09-22,2016-10-01,66.6168
2025-09-22,2025-09-22,2016-11-01,69.5588
2025-09-22,2025-09-22,2016-12-01,72.4277
2025-09-22,2025-09-22,2017-01-01,74.8124
2025-09-22,2025-09-22,2017-02-01,73.7677
2025-09-22,2025-09-22,2017-03-01,72.6206
2025-09-22,2025-09-22,2017-04-01,72.7338
2025-09-22,2025-09-22,2017-05-01,72.2368
2025-09-22,2025-09-22,2017-06-01,72.7963
2025-09-22,2025-09-22,2017-07-01,72.3548
2025-09-22,2025-09-22,2017-08-01,73.6422
2025-09-22,2025-09-22,2017-09-01,74.9095
2025-09-22,2025-09-22,2017-10-01,74.351
2025-09-22,2025-09-22,2017-11-01,75.2951
2025-09-22,2025-09-22,2017-12-01,74.2541
2025-09-22,2025-09-22,2018-01-01,74.0321
2025-09-22,2025-09-22,2018-02-01,76.4105
2025-09-22,2025-09-22,2018-03-01,78.4566
2025-09-22,2025-09-22,2018-04-01,76.9373
2025-09-22,2025-09-22,2018-05-01,77.7204
2025-09-22,2025-09-22,2018-06-01,77.9671
2025-09-22,2025-09-22,2018-07-01,78.2758
2025-09-22,2025-09-22,2018-08-01,79.833
2025-09-22,2025-09-22,2018-09-01,80.3511
2025-09-22,2025-09-22,2018-10-01,81.3881
2025-09-22,2025-09-22,2018-11-01,81.1534
2025-09-22,2025-09-22,2018-12-01,79.8498
2025-09-22,2025-09-22,2019-01-01,77.1152
2025-09-22,2025-09-22,2019-02-01,77.9043
2025-09-22,2025-09-22,2019-03-01,78.0644
2025-09-22,2025-09-22,2019-04-01,78.3057
2025-09-22,2025-09-22,2019-05-01,77.0155
2025-09-22,2025-09-22,2019-06-01,75.0852
2025-09-22,2025-09-22,2019-07-01,77.5526
2025-09-22,2025-09-22,2019-08-01,78.6807
2025-09-22,2025-09-22,2019-09-01,78.5836
2025-09-22,2025-09-22,2019-10-01,78.4281
2025-09-22,2025-09-22,2019-11-01,79.1518
2025-09-22,2025-09-22,2019-12-01,81.9359
2025-09-22,2025-09-22,2020-01-01,84.5443
2025-09-22,2025-09-22,2020-02-01,80.6689
2025-09-22,2025-09-22,2020-03-01,77.2775
2025-09-22,2025-09-22,2020-04-01,55.6547
2025-09-22,2025-09-22,2020-05-01,52.9822
2025-09-22,2025-09-22,2020-06-01,57.0561
2025-09-22,2025-09-22,2020-07-01,59.5045
2025-09-22,2025-09-22,2020-08-01,64.7201
2025-09-22,2025-09-22,2020-09-01,69.6973
2025-09-22,2025-09-22,2020-10-01,69.8663
2025-09-22,2025-09-22,2020-11-01,71.744
2025-09-22,2025-09-22,2020-12-01,74.6015
2025-09-22,2025-09-22,2021-01-01,76.3751
2025-09-22,2025-09-22,2021-02-01,72.9947
2025-09-22,2025-09-22,2021-03-01,75.8349
2025-09-22,2025-09-22,2021-04-01,77.7148
2025-09-22,2025-09-22,2021-05-01,77.83
2025-09-22,2025-09-22,2021-06-01,79.0168
2025-09-22,2025-09-22,2021-07-01,80.7123
2025-09-22,2025-09-22,2021-08-01,80.749
2025-09-22,2025-09-22,2021-09-01,83.1806
2025-09-22,2025-09-22,2021-10-01,83.3953
2025-09-22,2025-09-22,2021-11-01,82.123
2025-09-22,2025-09-22,2021-12-01,80.4252
2025-09-22,2025-09-22,2022-01-01,77.4737
2025-09-22,2025-09-22,2022-02-01,77.0365
2025-09-22,2025-09-22,2022-03-01,75.9349
2025-09-22,2025-09-22,2022-04-01,76.7653
2025-09-22,2025-09-22,2022-05-01,77.9736
2025-09-22,2025-09-22,2022-06-01,76.373
2025-09-22,2025-09-22,2022-07-01,76.1716
2025-09-22,2025-09-22,2022-08-01,75.2451
2025-09-22,2025-09-22,2022-09-01,74.6419
2025-09-22,2025-09-22,2022-10-01,73.8817
2025-09-22,2025-09-22,2022-11-01,72.2305
2025-09-22,2025-09-22,2022-12-01,71.3298
2025-09-22,2025-09-22,2023-01-01,73.5025
2025-09-22,2025-09-22,2023-02-01,75.6511
2025-09-22,2025-09-22,2023-03-01,75.4914
2025-09-22,2025-09-22,2023-04-01,74.8751
2025-09-22,2025-09-22,2023-05-01,75.2443
2025-09-22,2025-09-22,2023-06-01,75.3714
2025-09-22,2025-09-22,2023-07-01,74.2897
2025-09-22,2025-09-22,2023-08-01,74.1976
2025-09-22,2025-09-22,2023-09-01,74.3144
2025-09-22,2025-09-22,2023-10-01,73.5349
2025-09-22,2025-09-22,2023-11-01,73.8526
2025-09-22,2025-09-22,2023-12-01,73.4967
2025-09-22,2025-09-22,2024-01-01,71.2436
2025-09-22,2025-09-22,2024-02-01,72.2265
2025-09-22,2025-09-22,2024-03-01,72.5582
2025-09-22,2025-09-22,2024-04-01,70.3739
2025-09-22,2025-09-22,2024-05-01,70.9186
2025-09-22,2025-09-22,2024-06-01,69.682
2025-09-22,2025-09-22,2024-07-01,69.3787
2025-09-22,2025-09-22,2024-08-01,69.598
2025-09-22,2025-09-22,2024-09-01,70.7839
2025-09-22,2025-09-22,2024-10-01,68.7933
2025-09-22,2025-09-22,2024-11-01,68.2715
2025-09-22,2025-09-22,2024-12-01,71.6964
2025-09-22,2025-09-22,2025-01-01,71.5282
2025-09-22,2025-09-22,2025-02-01,71.4188
2025-09-22,2025-09-22,2025-03-01,72.1627
2025-09-22,2025-09-22,2025-04-01,70.8357
2025-09-22,2025-09-22,2025-05-01,70.9661
2025-09-22,2025-09-22,2025-06-01,74.0874
2025-09-22,2025-09-22,2025-07-01,73.9304
2025-09-22,2025-09-22,2025-08-01,74.228
