Workbook,Sheet,Year,Value,Industry Description
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,50720.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,52896.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,52414.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,50378.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,53289.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,60653.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,64296.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,65359.0,"Forestry, fishing, and related activities"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,94780.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,69945.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,82699.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,138514.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,137663.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,113253.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,161251.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,185111.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,241674.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,248485.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,266000.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,369703.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,220229.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,295269.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,359632.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,348584.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,397668.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,431581.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,233328.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,193426.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,245652.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,334159.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,304780.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,202748.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,406914.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,627310.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,459615.0,Oil and gas extraction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,54837.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,54088.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,51606.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,53142.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,53346.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,52991.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,55647.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,65430.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,81947.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,98339.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,101816.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,113162.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,102650.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,109726.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,127074.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,120956.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,110535.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,112464.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,102010.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,92870.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,99472.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,103746.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,103282.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,94164.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,112229.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,129434.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,132415.0,"Mining, except oil and gas"
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,22057.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,23364.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,17501.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,20841.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,29150.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,24778.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,29475.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,41663.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,60870.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,86806.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,94761.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,109851.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,72247.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,82538.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,97721.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,125893.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,127860.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,165397.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,135217.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,72904.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,106714.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,131755.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,135350.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,78770.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,69998.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,87288.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,103559.0,Support activities for mining
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,245078.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,250688.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,296907.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,354778.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,433304.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,304662.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,321358.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,329306.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,391865.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,394846.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,423222.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,495637.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,407341.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,464563.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,454314.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,430685.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,453462.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,489852.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,462796.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,441047.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,444787.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,485109.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,487132.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,463621.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,562114.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,664270.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,604806.0,Utilities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,708465.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,778908.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,840851.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,913010.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,955921.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,968998.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,1038503.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,1156993.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,1285916.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,1352218.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,1337485.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,1274339.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,1097598.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,1015549.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,1019255.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,1074205.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,1157431.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,1263170.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,1393821.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,1506878.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,1576110.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,1659950.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,1729982.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,1807684.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,1987743.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,2191689.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,2333007.0,Construction
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,88474.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,91746.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,98024.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,94442.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,87406.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,89915.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,92153.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,105560.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,114422.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,114180.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,102728.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,88738.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,65790.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,71803.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,72850.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,80314.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,89862.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,96567.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,99699.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,103095.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,108335.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,120229.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,112245.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,123315.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,162772.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,173952.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,168499.0,Wood products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,85801.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,91582.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,95633.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,97640.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,94345.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,95187.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,96476.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,102288.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,113123.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,125683.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,128373.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,114320.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,89948.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,92270.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,93971.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,99194.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,105673.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,113284.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,118749.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,124718.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,127184.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,131272.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,134923.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,133473.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,145190.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,157854.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,161575.0,Nonmetallic mineral products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,168196.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,166558.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,156556.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,155635.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,136885.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,139128.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2003,137643.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2004,181790.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2005,202431.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2006,233003.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2007,256290.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2008,280217.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2009,167120.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2010,235616.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2011,281411.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2012,269109.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2013,263249.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2014,265653.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2015,228255.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2016,204294.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2017,222749.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2018,254439.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2019,235798.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2020,199073.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2021,279336.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2022,324469.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2023,318662.0,Primary metals
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1997,243484.0,Fabricated metal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1998,254314.0,Fabricated metal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,1999,256965.0,Fabricated metal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2000,268849.0,Fabricated metal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2001,252309.0,Fabricated metal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Gross Output,2002,246634.0,Fabricated metal products
