Industry Description,Year,Value
"Performing arts, spectator sports, museums, and related activities",2001,27074.0
"Performing arts, spectator sports, museums, and related activities",2002,30893.0
"Performing arts, spectator sports, museums, and related activities",2003,33555.0
"Performing arts, spectator sports, museums, and related activities",2004,35733.0
"Performing arts, spectator sports, museums, and related activities",2005,37854.0
"Performing arts, spectator sports, museums, and related activities",2006,41454.0
"Performing arts, spectator sports, museums, and related activities",2007,42870.0
"Performing arts, spectator sports, museums, and related activities",2008,45744.0
"Performing arts, spectator sports, museums, and related activities",2009,43826.0
"Performing arts, spectator sports, museums, and related activities",2010,43845.0
"Performing arts, spectator sports, museums, and related activities",2011,46523.0
"Performing arts, spectator sports, museums, and related activities",2012,49728.0
"Performing arts, spectator sports, museums, and related activities",2013,53699.0
"Performing arts, spectator sports, museums, and related activities",2014,55172.0
"Performing arts, spectator sports, museums, and related activities",2015,58907.0
"Performing arts, spectator sports, museums, and related activities",2016,64334.0
"Performing arts, spectator sports, museums, and related activities",2017,64749.0
"Performing arts, spectator sports, museums, and related activities",2018,71405.0
"Performing arts, spectator sports, museums, and related activities",2019,72062.0
"Performing arts, spectator sports, museums, and related activities",2020,59098.0
"Performing arts, spectator sports, museums, and related activities",2021,63087.0
"Performing arts, spectator sports, museums, and related activities",2022,87496.0
"Performing arts, spectator sports, museums, and related activities",2023,93702.0
"Amusements, gambling, and recreation industries",1997,5682.0
"Amusements, gambling, and recreation industries",1998,6275.0
"Amusements, gambling, and recreation industries",1999,7414.0
"Amusements, gambling, and recreation industries",2000,9440.0
"Amusements, gambling, and recreation industries",2001,9365.0
"Amusements, gambling, and recreation industries",2002,10083.0
"Amusements, gambling, and recreation industries",2003,10638.0
"Amusements, gambling, and recreation industries",2004,10569.0
"Amusements, gambling, and recreation industries",2005,11651.0
"Amusements, gambling, and recreation industries",2006,12291.0
"Amusements, gambling, and recreation industries",2007,13528.0
"Amusements, gambling, and recreation industries",2008,14117.0
"Amusements, gambling, and recreation industries",2009,14002.0
"Amusements, gambling, and recreation industries",2010,14478.0
"Amusements, gambling, and recreation industries",2011,15015.0
"Amusements, gambling, and recreation industries",2012,17192.0
"Amusements, gambling, and recreation industries",2013,18719.0
"Amusements, gambling, and recreation industries",2014,20408.0
"Amusements, gambling, and recreation industries",2015,21274.0
"Amusements, gambling, and recreation industries",2016,23993.0
"Amusements, gambling, and recreation industries",2017,24722.0
"Amusements, gambling, and recreation industries",2018,26671.0
"Amusements, gambling, and recreation industries",2019,28909.0
"Amusements, gambling, and recreation industries",2020,22706.0
"Amusements, gambling, and recreation industries",2021,27684.0
"Amusements, gambling, and recreation industries",2022,33989.0
"Amusements, gambling, and recreation industries",2023,37832.0
Accommodation,1997,10169.0
Accommodation,1998,11502.0
Accommodation,1999,14629.0
Accommodation,2000,13448.0
Accommodation,2001,13520.0
Accommodation,2002,13658.0
Accommodation,2003,14076.0
Accommodation,2004,16134.0
Accommodation,2005,16817.0
Accommodation,2006,17474.0
Accommodation,2007,18912.0
Accommodation,2008,20089.0
Accommodation,2009,18352.0
Accommodation,2010,19101.0
Accommodation,2011,19732.0
Accommodation,2012,21633.0
Accommodation,2013,23021.0
Accommodation,2014,24239.0
Accommodation,2015,25648.0
Accommodation,2016,26354.0
Accommodation,2017,28545.0
Accommodation,2018,30531.0
Accommodation,2019,32832.0
Accommodation,2020,23824.0
Accommodation,2021,28435.0
Accommodation,2022,35345.0
Accommodation,2023,36685.0
Food services and drinking places,1997,18288.0
Food services and drinking places,1998,20238.0
Food services and drinking places,1999,24979.0
Food services and drinking places,2000,20933.0
Food services and drinking places,2001,22119.0
Food services and drinking places,2002,24346.0
Food services and drinking places,2003,25905.0
Food services and drinking places,2004,30035.0
Food services and drinking places,2005,30097.0
Food services and drinking places,2006,33210.0
Food services and drinking places,2007,36624.0
Food services and drinking places,2008,36817.0
Food services and drinking places,2009,36563.0
Food services and drinking places,2010,38143.0
Food services and drinking places,2011,41210.0
Food services and drinking places,2012,44421.0
Food services and drinking places,2013,48089.0
Food services and drinking places,2014,49366.0
Food services and drinking places,2015,56224.0
Food services and drinking places,2016,57897.0
Food services and drinking places,2017,63074.0
Food services and drinking places,2018,68249.0
Food services and drinking places,2019,70600.0
Food services and drinking places,2020,60143.0
Food services and drinking places,2021,67038.0
Food services and drinking places,2022,87519.0
Food services and drinking places,2023,94429.0
"Other services, except government",1997,41638.0
"Other services, except government",1998,43955.0
"Other services, except government",1999,51491.0
"Other services, except government",2000,64485.0
"Other services, except government",2001,61100.0
"Other services, except government",2002,69792.0
"Other services, except government",2003,71595.0
"Other services, except government",2004,71230.0
"Other services, except government",2005,79512.0
"Other services, except government",2006,82142.0
"Other services, except government",2007,88627.0
"Other services, except government",2008,94549.0
"Other services, except government",2009,93669.0
"Other services, except government",2010,93402.0
"Other services, except government",2011,96570.0
"Other services, except government",2012,103017.0
"Other services, except government",2013,108006.0
"Other services, except government",2014,115169.0
"Other services, except government",2015,121669.0
"Other services, except government",2016,127883.0
"Other services, except government",2017,135207.0
"Other services, except government",2018,149802.0
"Other services, except government",2019,154132.0
"Other services, except government",2020,157688.0
"Other services, except government",2021,159450.0
"Other services, except government",2022,189542.0
"Other services, except government",2023,193195.0
Federal,1997,81952.0
Federal,1998,88413.0
Federal,1999,90371.0
Federal,2000,94310.0
Federal,2001,101254.0
Federal,2002,119518.0
Federal,2003,139772.0
Federal,2004,163033.0
Federal,2005,187249.0
Federal,2006,195739.0
Federal,2007,207030.0
Federal,2008,223152.0
Federal,2009,243983.0
Federal,2010,261749.0
Federal,2011,270430.0
Federal,2012,275155.0
Federal,2013,273252.0
Federal,2014,279928.0
Federal,2015,286308.0
Federal,2016,297294.0
Federal,2017,306590.0
Federal,2018,321096.0
Federal,2019,333416.0
Federal,2020,355690.0
Federal,2021,373101.0
Federal,2022,385102.0
Federal,2023,405995.0
State and local,1997,461950.0
State and local,1998,496172.0
State and local,1999,540765.0
State and local,2000,579719.0
State and local,2001,593223.0
State and local,2002,607172.0
State and local,2003,603995.0
State and local,2004,617050.0
State and local,2005,620358.0
State and local,2006,654392.0
State and local,2007,699011.0
State and local,2008,734982.0
State and local,2009,759582.0
State and local,2010,786685.0
State and local,2011,787969.0
State and local,2012,799058.0
State and local,2013,839452.0
State and local,2014,861891.0
State and local,2015,899431.0
State and local,2016,925962.0
State and local,2017,960080.0
State and local,2018,1012279.0
State and local,2019,1055435.0
State and local,2020,1097786.0
State and local,2021,1137363.0
State and local,2022,1165801.0
State and local,2023,1214540.0
