Industry Description,Year,Value,Workbook,Sheet
"Miscellaneous professional, scientific, and technical services",2019,309.587,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Miscellaneous professional, scientific, and technical services",2020,319.835,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Miscellaneous professional, scientific, and technical services",2021,328.46,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Miscellaneous professional, scientific, and technical services",2022,339.024,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Miscellaneous professional, scientific, and technical services",2023,345.529,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,1997,178.999,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,1998,184.18599999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,1999,193.411,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2000,199.137,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2001,205.515,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2002,207.891,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2003,211.337,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2004,224.351,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2005,217.81799999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2006,236.812,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2007,245.365,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2008,257.805,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2009,264.372,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2010,284.99,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2011,293.911,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2012,299.101,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2013,301.296,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2014,297.177,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2015,295.839,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2016,298.602,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2018,278.718,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2019,280.733,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2020,288.90999999999997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2021,304.428,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2022,312.314,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Motion picture and sound recording industries,2023,316.933,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",1997,175.18,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",1998,181.66500000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",1999,189.048,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2000,195.233,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2001,199.405,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2002,203.355,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2003,208.358,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2004,212.489,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2005,215.514,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2006,218.72299999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2007,221.27,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2008,223.77,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2009,227.178,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2010,231.246,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2011,241.464,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2012,254.531,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2013,271.159,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2014,287.007,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2015,298.995,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2016,302.315,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2018,301.26300000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2019,303.358,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2020,301.974,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2021,300.98,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2022,299.547,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Motor vehicles, bodies and trailers, and parts",2023,297.722,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,1997,211.035,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,1998,217.72199999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,1999,226.64,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2000,237.081,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2001,245.517,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2002,252.34300000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2003,258.68899999999996,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2004,262.848,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2005,267.818,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2006,280.50800000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2007,297.591,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2008,312.28200000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2009,314.14,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2010,304.586,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2011,298.054,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2012,294.999,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2013,291.436,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2014,288.979,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2015,289.774,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2016,294.28999999999996,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2018,302.406,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2019,304.255,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2020,308.71,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2021,317.129,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2022,323.711,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Nonmetallic mineral products,2023,328.758,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,1997,243.936,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,1998,247.268,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,1999,249.796,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2000,251.581,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2001,254.328,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2002,253.984,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2003,253.713,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2004,261.413,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2005,273.962,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2006,297.09000000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2007,339.104,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2008,381.69399999999996,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2009,405.762,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2010,414.778,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2011,410.919,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2012,395.58500000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2013,379.942,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2014,365.454,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2015,347.731,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2016,324.82,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2018,285.625,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2019,282.142,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2020,280.068,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2021,272.378,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2022,263.18,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Oil and gas extraction,2023,255.236,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",1997,182.44099999999997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",1998,185.58499999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",1999,190.37,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2000,196.202,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2001,203.107,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2002,210.577,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2003,218.222,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2004,225.878,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2005,232.07600000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2006,239.574,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2007,247.975,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2008,258.071,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2009,263.492,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2010,267.49,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2011,271.883,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2012,276.203,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2013,279.502,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2014,283.174,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2015,289.508,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2016,296.337,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2018,302.41,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2019,306.98900000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2020,313.429,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2021,321.12,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2022,328.264,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Other services, except government",2023,332.923,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,1997,225.989,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,1998,228.66899999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,1999,229.673,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2000,235.772,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2001,242.155,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2002,244.291,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2003,244.48,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2004,245.717,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2005,248.135,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2006,255.385,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2007,263.84299999999996,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2008,266.096,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2009,265.551,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2010,262.376,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2011,263.848,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2012,266.741,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2013,265.999,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2014,266.845,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2015,280.14300000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2016,291.572,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2018,318.249,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2019,343.916,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2020,366.132,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2021,385.379,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2022,410.319,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation and support activities,2023,430.33000000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,1997,203.746,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,1998,219.587,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,1999,233.35,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2000,235.025,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2001,233.252,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2002,233.22,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2003,233.363,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2004,232.745,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2005,234.368,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2006,240.851,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2007,252.92,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2008,268.172,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2009,278.57,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2010,282.246,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2011,289.45,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2012,296.14,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2013,300.73400000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2014,302.96500000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2015,305.261,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2016,303.276,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2018,300.613,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2019,306.149,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2020,314.648,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2021,313.949,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2022,313.51300000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Other transportation equipment,2023,314.151,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,1997,253.92000000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,1998,259.378,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,1999,263.88800000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2000,266.45,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2001,267.296,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2002,268.168,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2003,268.119,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2004,267.068,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2005,266.999,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2006,271.544,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2007,279.392,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2008,285.781,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2009,285.981,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2010,284.094,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2011,283.892,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2012,284.943,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2013,286.91499999999996,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2014,289.856,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2015,295.331,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2016,298.98699999999997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2018,295.997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2019,295.021,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2020,300.947,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2021,306.001,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2022,305.885,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Paper products,2023,303.469,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",1997,144.77100000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",1998,150.012,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",1999,157.40300000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2000,165.654,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2001,171.05700000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2002,180.016,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2003,185.462,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2004,189.82,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2005,197.881,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2006,202.92499999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2007,210.002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2008,219.82,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2009,226.668,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Performing arts, spectator sports, museums, and related activities",2010,232.255,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
