Industry Description,Year,Value,total_labor_comp,surplus,surplus_rate
"Securities, commodity contracts, and investments",2017,282147.0,280570.0,1577.0,0.0055892850180934055
"Securities, commodity contracts, and investments",2018,290369.0,273017.0,17352.0,0.05975844528858108
"Securities, commodity contracts, and investments",2019,277654.0,259456.0,18198.0,0.06554200551765867
"Securities, commodity contracts, and investments",2020,308593.0,306709.0,1884.0,0.006105128761831928
"Securities, commodity contracts, and investments",2021,356223.0,350461.0,5762.0,0.016175261002237363
"Securities, commodity contracts, and investments",2022,348623.0,327011.0,21612.0,0.061992467507881004
"Securities, commodity contracts, and investments",2023,360414.0,335616.0,24798.0,0.06880420849356574
Insurance carriers and related activities,1997,206126.0,124701.0,81425.0,0.39502537283021066
Insurance carriers and related activities,1998,226850.0,133994.0,92856.0,0.4093277496142826
Insurance carriers and related activities,1999,224432.0,138354.0,86078.0,0.3835371070079133
Insurance carriers and related activities,2000,264298.0,147001.0,117297.0,0.44380585551158164
Insurance carriers and related activities,2001,251295.0,156387.0,94908.0,0.3776756401838477
Insurance carriers and related activities,2002,239285.0,159903.0,79382.0,0.33174666193033414
Insurance carriers and related activities,2003,267171.0,167148.0,100023.0,0.3743782072156035
Insurance carriers and related activities,2004,307210.0,179276.0,127934.0,0.4164382669834966
Insurance carriers and related activities,2005,332740.0,187749.0,144991.0,0.4357486325659674
Insurance carriers and related activities,2006,356393.0,200081.0,156312.0,0.4385944729554172
Insurance carriers and related activities,2007,389544.0,206269.0,183275.0,0.4704860041484402
Insurance carriers and related activities,2008,332447.0,209588.0,122859.0,0.36955965913363636
Insurance carriers and related activities,2009,349293.0,201071.0,148222.0,0.4243486127692224
Insurance carriers and related activities,2010,356757.0,206775.0,149982.0,0.42040380427013346
Insurance carriers and related activities,2011,367506.0,217999.0,149507.0,0.4068151268278613
Insurance carriers and related activities,2012,388622.0,229430.0,159192.0,0.40963198172002613
Insurance carriers and related activities,2013,368467.0,233972.0,134495.0,0.3650123348902344
Insurance carriers and related activities,2014,464771.0,247896.0,216875.0,0.46662765103674714
Insurance carriers and related activities,2015,532906.0,267225.0,265681.0,0.49855133926058254
Insurance carriers and related activities,2016,553042.0,272523.0,280519.0,0.5072291073734002
Insurance carriers and related activities,2017,545014.0,286220.0,258794.0,0.47483917844312257
Insurance carriers and related activities,2018,556004.0,299473.0,256531.0,0.4613833713426522
Insurance carriers and related activities,2019,604401.0,311649.0,292752.0,0.4843671668312925
Insurance carriers and related activities,2020,591069.0,328846.0,262223.0,0.44364194366478366
Insurance carriers and related activities,2021,608295.0,338013.0,270282.0,0.44432717678100264
Insurance carriers and related activities,2022,654043.0,360364.0,293679.0,0.44902093593234693
Insurance carriers and related activities,2023,684475.0,384568.0,299907.0,0.43815625114138573
"Funds, trusts, and other financial vehicles",1997,7150.0,846.0,6304.0,0.8816783216783217
"Funds, trusts, and other financial vehicles",1998,13125.0,944.0,12181.0,0.9280761904761905
"Funds, trusts, and other financial vehicles",1999,16956.0,1006.0,15950.0,0.9406699693323897
"Funds, trusts, and other financial vehicles",2000,15236.0,1093.0,14143.0,0.9282620110265162
"Funds, trusts, and other financial vehicles",2001,15199.0,1174.0,14025.0,0.922758076189223
"Funds, trusts, and other financial vehicles",2002,15006.0,1187.0,13819.0,0.9208983073437291
"Funds, trusts, and other financial vehicles",2003,17173.0,1284.0,15889.0,0.9252314680020963
"Funds, trusts, and other financial vehicles",2004,16970.0,1534.0,15436.0,0.9096051856216854
"Funds, trusts, and other financial vehicles",2005,19410.0,1687.0,17723.0,0.913086038124678
"Funds, trusts, and other financial vehicles",2006,19185.0,1800.0,17385.0,0.9061767005473026
"Funds, trusts, and other financial vehicles",2007,10450.0,667.0,9783.0,0.9361722488038278
"Funds, trusts, and other financial vehicles",2008,6463.0,664.0,5799.0,0.8972613337459384
"Funds, trusts, and other financial vehicles",2009,1896.0,632.0,1264.0,0.6666666666666666
"Funds, trusts, and other financial vehicles",2010,3582.0,557.0,3025.0,0.844500279173646
"Funds, trusts, and other financial vehicles",2011,2124.0,616.0,1508.0,0.7099811676082862
"Funds, trusts, and other financial vehicles",2012,10032.0,517.0,9515.0,0.9484649122807017
"Funds, trusts, and other financial vehicles",2013,8507.0,584.0,7923.0,0.9313506524039027
"Funds, trusts, and other financial vehicles",2014,11567.0,864.0,10703.0,0.9253047462609146
"Funds, trusts, and other financial vehicles",2015,8325.0,1121.0,7204.0,0.8653453453453454
"Funds, trusts, and other financial vehicles",2016,7399.0,1609.0,5790.0,0.782538180835248
"Funds, trusts, and other financial vehicles",2017,6796.0,2060.0,4736.0,0.6968805179517363
"Funds, trusts, and other financial vehicles",2018,926.0,46.0,880.0,0.9503239740820735
"Funds, trusts, and other financial vehicles",2019,1705.0,85.0,1620.0,0.9501466275659824
"Funds, trusts, and other financial vehicles",2020,1034.0,51.0,983.0,0.9506769825918762
"Funds, trusts, and other financial vehicles",2021,21395.0,3990.0,17405.0,0.8135078289319935
"Funds, trusts, and other financial vehicles",2022,19697.0,5340.0,14357.0,0.7288927247804234
"Funds, trusts, and other financial vehicles",2023,18703.0,6145.0,12558.0,0.6714430839972197
Real estate,1997,940891.0,60217.0,880674.0,0.9360000255077369
Real estate,1998,971431.0,65599.0,905832.0,0.9324717864675927
Real estate,1999,1046523.0,71393.0,975130.0,0.9317807635379252
Real estate,2000,1106822.0,76930.0,1029892.0,0.930494695624048
Real estate,2001,1192660.0,77529.0,1115131.0,0.9349948853822548
Real estate,2002,1266955.0,83850.0,1183105.0,0.933817696761132
Real estate,2003,1322903.0,88735.0,1234168.0,0.9329240314671597
Real estate,2004,1396033.0,98593.0,1297440.0,0.929376311304962
Real estate,2005,1510246.0,103484.0,1406762.0,0.931478712739514
Real estate,2006,1545707.0,112438.0,1433269.0,0.9272578826388184
Real estate,2007,1693577.0,113879.0,1579698.0,0.9327582979693276
Real estate,2008,1784246.0,109065.0,1675181.0,0.9388733392144357
Real estate,2009,1791010.0,102219.0,1688791.0,0.9429266168251433
Real estate,2010,1854144.0,102286.0,1751858.0,0.9448338424631528
Real estate,2011,1912084.0,103871.0,1808213.0,0.9456765497750099
Real estate,2012,1963201.0,112851.0,1850350.0,0.9425168385712925
Real estate,2013,2051828.0,117784.0,1934044.0,0.9425955781868656
Real estate,2014,2105204.0,122475.0,1982729.0,0.9418227402190001
Real estate,2015,2157570.0,134166.0,2023404.0,0.9378161542846813
Real estate,2016,2230631.0,139250.0,2091381.0,0.9375737179300386
Real estate,2017,2331614.0,147491.0,2184123.0,0.9367429600268312
Real estate,2018,2474202.0,160642.0,2313560.0,0.935073207442238
Real estate,2019,2582487.0,167051.0,2415436.0,0.9353139047747384
Real estate,2020,2692293.0,167649.0,2524644.0,0.9377300316124583
Real estate,2021,2895028.0,195595.0,2699433.0,0.93243761372947
Real estate,2022,3189648.0,218581.0,2971067.0,0.9314717486067429
Real estate,2023,3472112.0,215865.0,3256247.0,0.9378289064408061
Rental and leasing services and lessors of intangible assets,1997,101457.0,20217.0,81240.0,0.800733315591827
Rental and leasing services and lessors of intangible assets,1998,108070.0,22073.0,85997.0,0.7957527528453779
Rental and leasing services and lessors of intangible assets,1999,121962.0,23654.0,98308.0,0.8060543447959201
Rental and leasing services and lessors of intangible assets,2000,130180.0,25446.0,104734.0,0.8045321862037179
Rental and leasing services and lessors of intangible assets,2001,142455.0,26090.0,116365.0,0.8168544452634166
Rental and leasing services and lessors of intangible assets,2002,140636.0,26315.0,114321.0,0.812885747603743
Rental and leasing services and lessors of intangible assets,2003,136473.0,25807.0,110666.0,0.8109003246063324
Rental and leasing services and lessors of intangible assets,2004,132521.0,27179.0,105342.0,0.7949079768489522
Rental and leasing services and lessors of intangible assets,2005,136213.0,28437.0,107776.0,0.7912313802647324
Rental and leasing services and lessors of intangible assets,2006,160199.0,30198.0,130001.0,0.8114969506676072
Rental and leasing services and lessors of intangible assets,2007,155930.0,31464.0,124466.0,0.7982171487205797
Rental and leasing services and lessors of intangible assets,2008,170208.0,31176.0,139032.0,0.8168358714043993
Rental and leasing services and lessors of intangible assets,2009,155434.0,28592.0,126842.0,0.8160505423523811
Rental and leasing services and lessors of intangible assets,2010,152376.0,28570.0,123806.0,0.8125032813566441
Rental and leasing services and lessors of intangible assets,2011,154596.0,28985.0,125611.0,0.8125113198271624
Rental and leasing services and lessors of intangible assets,2012,164104.0,31217.0,132887.0,0.8097730707356311
Rental and leasing services and lessors of intangible assets,2013,170613.0,32051.0,138562.0,0.8121420993710913
Rental and leasing services and lessors of intangible assets,2014,174595.0,33559.0,141036.0,0.8077894555972394
Rental and leasing services and lessors of intangible assets,2015,186322.0,34999.0,151323.0,0.81215852126963
Rental and leasing services and lessors of intangible assets,2016,196335.0,35022.0,161313.0,0.8216212086484834
Rental and leasing services and lessors of intangible assets,2017,200006.0,37013.0,162993.0,0.8149405517834465
Rental and leasing services and lessors of intangible assets,2018,214144.0,39531.0,174613.0,0.8153999178123132
Rental and leasing services and lessors of intangible assets,2019,227995.0,41741.0,186254.0,0.8169214237154323
Rental and leasing services and lessors of intangible assets,2020,232038.0,35857.0,196181.0,0.8454692765840078
Rental and leasing services and lessors of intangible assets,2021,265292.0,39188.0,226104.0,0.8522835215536089
Rental and leasing services and lessors of intangible assets,2022,297505.0,47452.0,250053.0,0.8405001596611822
Rental and leasing services and lessors of intangible assets,2023,331133.0,50980.0,280153.0,0.8460437346927066
Legal services,1997,100997.0,97111.0,3886.0,0.0384763903878333
Legal services,1998,109693.0,102510.0,7183.0,0.0654827564201909
Legal services,1999,116375.0,102116.0,14259.0,0.12252631578947368
Legal services,2000,124732.0,108080.0,16652.0,0.1335022287785011
Legal services,2001,135605.0,116696.0,18909.0,0.1394417609970134
Legal services,2002,141956.0,115853.0,26103.0,0.18388092084871369
Legal services,2003,151705.0,124107.0,27598.0,0.18191885567384067
Legal services,2004,162697.0,126562.0,36135.0,0.22209997725833913
Legal services,2005,170206.0,133503.0,36703.0,0.21563869663819138
Legal services,2006,181231.0,141605.0,39626.0,0.21864912735679878
Legal services,2007,197229.0,142352.0,54877.0,0.2782400154135548
Legal services,2008,225981.0,149758.0,76223.0,0.33729826843849703
Legal services,2009,204950.0,143185.0,61765.0,0.3013661868748475
Legal services,2010,197236.0,138397.0,58839.0,0.29831775132328786
Legal services,2011,207695.0,144587.0,63108.0,0.3038493945448855
Legal services,2012,207686.0,146475.0,61211.0,0.29472858064578256
Legal services,2013,208811.0,150224.0,58587.0,0.2805742992466872
Legal services,2014,215380.0,150114.0,65266.0,0.3030272077258798
Legal services,2015,228274.0,150834.0,77440.0,0.33924143792109485
Legal services,2016,242727.0,157082.0,85645.0,0.3528449657434072
Legal services,2017,251036.0,160943.0,90093.0,0.35888478146560654
Legal services,2018,260994.0,171691.0,89303.0,0.34216495398361646
Legal services,2019,273568.0,172472.0,101096.0,0.36954614574804073
Legal services,2020,271198.0,168234.0,102964.0,0.37966356684046343
Legal services,2021,303475.0,185850.0,117625.0,0.3875937062360985
Legal services,2022,323888.0,191451.0,132437.0,0.40889752013041547
Legal services,2023,340781.0,201511.0,139270.0,0.40867888761403953
Computer systems design and related services,1997,74470.0,73830.0,640.0,0.008594064724049952
Computer systems design and related services,1998,87737.0,83166.0,4571.0,0.052098886444715456
Computer systems design and related services,1999,101473.0,95933.0,5540.0,0.05459580380988046
Computer systems design and related services,2000,112265.0,105999.0,6266.0,0.0558143677904957
Computer systems design and related services,2001,116457.0,110351.0,6106.0,0.052431369518363004
Computer systems design and related services,2002,108758.0,102809.0,5949.0,0.054699424410158334
Computer systems design and related services,2003,114351.0,109296.0,5055.0,0.04420599732402865
Computer systems design and related services,2004,121431.0,117261.0,4170.0,0.03434048966079502
Computer systems design and related services,2005,133291.0,128767.0,4524.0,0.03394077619644237
Computer systems design and related services,2006,147107.0,141757.0,5350.0,0.03636808581508698
Computer systems design and related services,2007,164964.0,154058.0,10906.0,0.06611139400111539
Computer systems design and related services,2008,179042.0,163541.0,15501.0,0.08657745110085902
Computer systems design and related services,2009,186674.0,161083.0,25591.0,0.13708925720775256
Computer systems design and related services,2010,200481.0,169884.0,30597.0,0.15261795382106036
Computer systems design and related services,2011,221960.0,184728.0,37232.0,0.16774193548387098
Computer systems design and related services,2012,249492.0,206475.0,43017.0,0.17241835409552211
Computer systems design and related services,2013,252479.0,211570.0,40909.0,0.16202931728975478
Computer systems design and related services,2014,263476.0,226559.0,36917.0,0.1401152287115335
Computer systems design and related services,2015,282538.0,247938.0,34600.0,0.1224614034218406
Computer systems design and related services,2016,303286.0,263154.0,40132.0,0.13232394505516246
Computer systems design and related services,2017,321661.0,282648.0,39013.0,0.12128607446970568
Computer systems design and related services,2018,353282.0,303731.0,49551.0,0.14025905650443554
Computer systems design and related services,2019,372900.0,328550.0,44350.0,0.1189326897291499
Computer systems design and related services,2020,387220.0,341789.0,45431.0,0.11732606786839522
Computer systems design and related services,2021,427828.0,394634.0,33194.0,0.07758725469113756
Computer systems design and related services,2022,454638.0,418746.0,35892.0,0.07894632652791891
Computer systems design and related services,2023,480119.0,439273.0,40846.0,0.08507474188690721
"Miscellaneous professional, scientific, and technical services",1997,318161.0,258271.0,59890.0,0.18823803043113393
"Miscellaneous professional, scientific, and technical services",1998,338175.0,280955.0,57220.0,0.16920233606860352
"Miscellaneous professional, scientific, and technical services",1999,370062.0,297955.0,72107.0,0.19485113305338025
"Miscellaneous professional, scientific, and technical services",2000,406220.0,334631.0,71589.0,0.17623209098518045
"Miscellaneous professional, scientific, and technical services",2001,425558.0,344587.0,80971.0,0.19027018643757138
"Miscellaneous professional, scientific, and technical services",2002,453005.0,341075.0,111930.0,0.24708336552576682
"Miscellaneous professional, scientific, and technical services",2003,457962.0,348614.0,109348.0,0.2387709023892812
"Miscellaneous professional, scientific, and technical services",2004,486068.0,374500.0,111568.0,0.22953167046586073
"Miscellaneous professional, scientific, and technical services",2005,519367.0,408114.0,111253.0,0.21420883498566523
"Miscellaneous professional, scientific, and technical services",2006,560465.0,445118.0,115347.0,0.20580589332072474
"Miscellaneous professional, scientific, and technical services",2007,597319.0,477551.0,119768.0,0.2005092756131983
"Miscellaneous professional, scientific, and technical services",2008,656980.0,500474.0,156506.0,0.23822034156290908
"Miscellaneous professional, scientific, and technical services",2009,626544.0,477449.0,149095.0,0.2379641334048367
"Miscellaneous professional, scientific, and technical services",2010,653863.0,484167.0,169696.0,0.2595283721513528
"Miscellaneous professional, scientific, and technical services",2011,682313.0,514167.0,168146.0,0.24643528703102535
"Miscellaneous professional, scientific, and technical services",2012,717389.0,546940.0,170449.0,0.237596338945816
"Miscellaneous professional, scientific, and technical services",2013,730440.0,562279.0,168161.0,0.2302187722468649
"Miscellaneous professional, scientific, and technical services",2014,768933.0,589323.0,179610.0,0.23358342014193695
"Miscellaneous professional, scientific, and technical services",2015,815319.0,631941.0,183378.0,0.2249156465138185
"Miscellaneous professional, scientific, and technical services",2016,825845.0,645914.0,179931.0,0.21787502497442013
"Miscellaneous professional, scientific, and technical services",2017,862445.0,676158.0,186287.0,0.21599870136646396
"Miscellaneous professional, scientific, and technical services",2018,920580.0,726222.0,194358.0,0.2111255947337548
"Miscellaneous professional, scientific, and technical services",2019,978033.0,774941.0,203092.0,0.20765352498330833
"Miscellaneous professional, scientific, and technical services",2020,984815.0,773657.0,211158.0,0.21441387468712397
"Miscellaneous professional, scientific, and technical services",2021,1112649.0,858554.0,254095.0,0.228369413894229
"Miscellaneous professional, scientific, and technical services",2022,1238553.0,960048.0,278505.0,0.22486320730723675
"Miscellaneous professional, scientific, and technical services",2023,1360106.0,1014505.0,345601.0,0.2540985776108627
Management of companies and enterprises,1997,125072.0,105913.0,19159.0,0.1531837661506972
Management of companies and enterprises,1998,138668.0,118526.0,20142.0,0.145253411024894
Management of companies and enterprises,1999,148033.0,126275.0,21758.0,0.14698074078077186
Management of companies and enterprises,2000,170651.0,147585.0,23066.0,0.13516475145179344
Management of companies and enterprises,2001,173102.0,150293.0,22809.0,0.13176624186895589
Management of companies and enterprises,2002,174438.0,150453.0,23985.0,0.13749871014343204
Management of companies and enterprises,2003,185009.0,159726.0,25283.0,0.1366582166272992
Management of companies and enterprises,2004,202449.0,175600.0,26849.0,0.13262105517932912
Management of companies and enterprises,2005,213326.0,185332.0,27994.0,0.13122638590701555
Management of companies and enterprises,2006,229657.0,200744.0,28913.0,0.12589644556882656
Management of companies and enterprises,2007,250241.0,219915.0,30326.0,0.1211871755627575
Management of companies and enterprises,2008,255424.0,221118.0,34306.0,0.13431001002255075
Management of companies and enterprises,2009,244103.0,207948.0,36155.0,0.1481137060994744
Management of companies and enterprises,2010,264348.0,227176.0,37172.0,0.14061767064626932
Management of companies and enterprises,2011,276804.0,237912.0,38892.0,0.14050374994581002
Management of companies and enterprises,2012,300920.0,259416.0,41504.0,0.1379237006513359
Management of companies and enterprises,2013,318206.0,274980.0,43226.0,0.13584281880291382
Management of companies and enterprises,2014,330837.0,287434.0,43403.0,0.13119149309176423
Management of companies and enterprises,2015,345605.0,302344.0,43261.0,0.12517469365315895
Management of companies and enterprises,2016,347881.0,304599.0,43282.0,0.12441610780697997
Management of companies and enterprises,2017,368625.0,324519.0,44106.0,0.1196500508646999
Management of companies and enterprises,2018,386736.0,341754.0,44982.0,0.11631190269331017
Management of companies and enterprises,2019,403868.0,357414.0,46454.0,0.11502273019897591
Management of companies and enterprises,2020,402141.0,355825.0,46316.0,0.11517353366107907
Management of companies and enterprises,2021,440116.0,391546.0,48570.0,0.11035726944714576
Management of companies and enterprises,2022,480298.0,427322.0,52976.0,0.11029818987378669
Management of companies and enterprises,2023,500814.0,444190.0,56624.0,0.11306393191883614
Administrative and support services,1997,191017.0,169397.0,21620.0,0.11318364334064507
Administrative and support services,1998,206353.0,187885.0,18468.0,0.08949712386056903
Administrative and support services,1999,224807.0,201580.0,23227.0,0.10331973648507387
Administrative and support services,2000,253112.0,229253.0,23859.0,0.09426261891968772
Administrative and support services,2001,263702.0,235895.0,27807.0,0.10544857452730734
Administrative and support services,2002,266912.0,237203.0,29709.0,0.11130634815969308
Administrative and support services,2003,285314.0,243600.0,41714.0,0.1462038315680268
Administrative and support services,2004,310366.0,263368.0,46998.0,0.1514276692678966
Administrative and support services,2005,342715.0,283749.0,58966.0,0.17205549800854938
Administrative and support services,2006,363695.0,301472.0,62223.0,0.17108566243693205
Administrative and support services,2007,391316.0,322165.0,69151.0,0.17671396007318893
Administrative and support services,2008,397709.0,326007.0,71702.0,0.18028759721303766
Administrative and support services,2009,370085.0,300615.0,69470.0,0.18771363335449964
Administrative and support services,2010,386157.0,312321.0,73836.0,0.1912072032877819
Administrative and support services,2011,408005.0,331206.0,76799.0,0.1882305363904854
Administrative and support services,2012,427386.0,352679.0,74707.0,0.1747998296621789
Administrative and support services,2013,441816.0,363173.0,78643.0,0.17799943868035562
Administrative and support services,2014,466910.0,385373.0,81537.0,0.17463108521984966
Administrative and support services,2015,487200.0,407156.0,80044.0,0.16429392446633825
Administrative and support services,2016,505887.0,420714.0,85173.0,0.16836368596148943
Administrative and support services,2017,543408.0,452229.0,91179.0,0.16779105202720607
Administrative and support services,2018,574993.0,473602.0,101391.0,0.17633432059172893
Administrative and support services,2019,603790.0,494112.0,109678.0,0.18164924891104522
Administrative and support services,2020,581051.0,479862.0,101189.0,0.17414822451041304
Administrative and support services,2021,663252.0,545271.0,117981.0,0.17788261475276365
Administrative and support services,2022,753677.0,619378.0,134299.0,0.17819171873362197
Administrative and support services,2023,794305.0,635406.0,158899.0,0.20004784056502226
Waste management and remediation services,1997,21355.0,13375.0,7980.0,0.37368297822524
Waste management and remediation services,1998,22178.0,14071.0,8107.0,0.3655424294345748
Waste management and remediation services,1999,24436.0,14747.0,9689.0,0.39650515632673106
Waste management and remediation services,2000,25562.0,15318.0,10244.0,0.4007511149362335
Waste management and remediation services,2001,27867.0,16112.0,11755.0,0.42182509778591165
Waste management and remediation services,2002,29722.0,16848.0,12874.0,0.4331471637171119
Waste management and remediation services,2003,31559.0,17537.0,14022.0,0.44431065623118604
Waste management and remediation services,2004,31191.0,18398.0,12793.0,0.4101503638870187
Waste management and remediation services,2005,32839.0,19697.0,13142.0,0.4001948902219921
Waste management and remediation services,2006,30809.0,20979.0,9830.0,0.3190626115745399
Waste management and remediation services,2007,34483.0,21777.0,12706.0,0.3684714207000551
Waste management and remediation services,2008,35853.0,22702.0,13151.0,0.36680333584358354
Waste management and remediation services,2009,37381.0,22117.0,15264.0,0.40833578555950883
Waste management and remediation services,2010,46628.0,28995.0,17633.0,0.37816333533499186
Waste management and remediation services,2011,41257.0,24543.0,16714.0,0.40511913129893107
Waste management and remediation services,2012,41396.0,25437.0,15959.0,0.3855203401294811
Waste management and remediation services,2013,41684.0,25988.0,15696.0,0.3765473562997793
Waste management and remediation services,2014,44317.0,27647.0,16670.0,0.37615362050680323
Waste management and remediation services,2015,45963.0,27552.0,18411.0,0.40056132106259384
Waste management and remediation services,2016,45907.0,29156.0,16751.0,0.36488988607401923
Waste management and remediation services,2017,51408.0,31798.0,19610.0,0.38145813881108
Waste management and remediation services,2018,55045.0,33622.0,21423.0,0.3891906621854846
Waste management and remediation services,2019,56840.0,35238.0,21602.0,0.3800492610837438
Waste management and remediation services,2020,58826.0,35992.0,22834.0,0.38816169720871724
Waste management and remediation services,2021,65782.0,38983.0,26799.0,0.4073910796266456
Waste management and remediation services,2022,71285.0,42049.0,29236.0,0.41012835799957914
Waste management and remediation services,2023,79439.0,46536.0,32903.0,0.4141920215511273
Educational services,1997,76709.0,62531.0,14178.0,0.1848283773742325
Educational services,1998,79553.0,67917.0,11636.0,0.1462672683619725
Educational services,1999,87270.0,73332.0,13938.0,0.1597112409762805
Educational services,2000,94787.0,78405.0,16382.0,0.17282960743561882
Educational services,2001,101333.0,84234.0,17099.0,0.16874068664699554
Educational services,2002,106099.0,93821.0,12278.0,0.115722108596688
Educational services,2003,116348.0,99149.0,17199.0,0.14782377006910302
Educational services,2004,128608.0,107494.0,21114.0,0.16417330181637224
Educational services,2005,132714.0,111765.0,20949.0,0.15785071657850716
Educational services,2006,142385.0,119125.0,23260.0,0.16335990448432067
Educational services,2007,150973.0,127278.0,23695.0,0.15694859345710824
Educational services,2008,167194.0,136373.0,30821.0,0.1843427395719942
Educational services,2009,187608.0,147407.0,40201.0,0.2142819069549273
Educational services,2010,198298.0,153612.0,44686.0,0.2253477090036208
Educational services,2011,205581.0,161300.0,44281.0,0.21539441874492293
Educational services,2012,213454.0,169401.0,44053.0,0.20638170284932586
Educational services,2013,216232.0,174399.0,41833.0,0.193463502164342
Educational services,2014,224014.0,183636.0,40378.0,0.1802476630924853
Educational services,2015,230558.0,189165.0,41393.0,0.1795340001214445
Educational services,2016,242393.0,199697.0,42696.0,0.17614370051940445
Educational services,2017,244711.0,201434.0,43277.0,0.17684942646632149
Educational services,2018,256289.0,212579.0,43710.0,0.17054965293087102
Educational services,2019,269293.0,225890.0,43403.0,0.16117388866402024
Educational services,2020,254473.0,222680.0,31793.0,0.12493663374896355
Educational services,2021,268854.0,234124.0,34730.0,0.12917791812656684
Educational services,2022,290744.0,249766.0,40978.0,0.14094185950526925
Educational services,2023,310638.0,263775.0,46863.0,0.1508604871264945
Ambulatory health care services,1997,250446.0,238957.0,11489.0,0.04587416049767215
Ambulatory health care services,1998,258114.0,242963.0,15151.0,0.058698869491774955
Ambulatory health care services,1999,270781.0,253822.0,16959.0,0.0626299481869112
Ambulatory health care services,2000,287823.0,263434.0,24389.0,0.08473610517575038
Ambulatory health care services,2001,310359.0,280549.0,29810.0,0.09605005815845521
Ambulatory health care services,2002,333481.0,299785.0,33696.0,0.10104323784563439
Ambulatory health care services,2003,349828.0,322818.0,27010.0,0.0772093714625473
Ambulatory health care services,2004,374379.0,337905.0,36474.0,0.0974253363570072
Ambulatory health care services,2005,396103.0,351023.0,45080.0,0.11380878205921187
Ambulatory health care services,2006,422271.0,379055.0,43216.0,0.10234186103237021
Ambulatory health care services,2007,441533.0,396949.0,44584.0,0.10097546502752909
Ambulatory health care services,2008,480096.0,412417.0,67679.0,0.14096972272212224
Ambulatory health care services,2009,506209.0,428681.0,77528.0,0.15315413198896108
Ambulatory health care services,2010,530984.0,449672.0,81312.0,0.1531345577267865
Ambulatory health care services,2011,554663.0,463828.0,90835.0,0.1637661066269068
Ambulatory health care services,2012,573477.0,484489.0,88988.0,0.1551727445041388
Ambulatory health care services,2013,592939.0,501439.0,91500.0,0.15431604262833107
Ambulatory health care services,2014,609634.0,516777.0,92857.0,0.15231597975178549
Ambulatory health care services,2015,641558.0,544842.0,96716.0,0.15075176367530294
Ambulatory health care services,2016,679093.0,569060.0,110033.0,0.16202935385874984
Ambulatory health care services,2017,708185.0,596774.0,111411.0,0.15731906210947705
Ambulatory health care services,2018,738061.0,633870.0,104191.0,0.14116854839911605
Ambulatory health care services,2019,781759.0,658383.0,123376.0,0.15781845811816686
Ambulatory health care services,2020,760459.0,627774.0,132685.0,0.17448014948866408
Ambulatory health care services,2021,845820.0,693123.0,152697.0,0.1805313187202951
Ambulatory health care services,2022,903742.0,762483.0,141259.0,0.1563045647983606
Ambulatory health care services,2023,997787.0,816722.0,181065.0,0.18146658555383063
Hospitals and nursing and residential care facilities,1997,221293.0,196485.0,24808.0,0.11210476607936085
Hospitals and nursing and residential care facilities,1998,232269.0,207026.0,25243.0,0.10868002187119245
Hospitals and nursing and residential care facilities,1999,245212.0,219501.0,25711.0,0.10485212795458623
Hospitals and nursing and residential care facilities,2000,257178.0,231343.0,25835.0,0.1004557154966599
Hospitals and nursing and residential care facilities,2001,279996.0,248492.0,31504.0,0.11251589308418691
Hospitals and nursing and residential care facilities,2002,305200.0,268976.0,36224.0,0.11868938401048493
Hospitals and nursing and residential care facilities,2003,328705.0,289033.0,39672.0,0.1206918057224563
Hospitals and nursing and residential care facilities,2004,353687.0,308851.0,44836.0,0.126767452578127
Hospitals and nursing and residential care facilities,2005,365377.0,324524.0,40853.0,0.11181054089337862
Hospitals and nursing and residential care facilities,2006,389836.0,346784.0,43052.0,0.11043618342072051
Hospitals and nursing and residential care facilities,2007,410338.0,365363.0,44975.0,0.10960476485238999
Hospitals and nursing and residential care facilities,2008,447481.0,390127.0,57354.0,0.12817080501741973
Hospitals and nursing and residential care facilities,2009,481137.0,410077.0,71060.0,0.14769182166409983
Hospitals and nursing and residential care facilities,2010,487882.0,415845.0,72037.0,0.14765250613877945
Hospitals and nursing and residential care facilities,2011,506715.0,431566.0,75149.0,0.1483062471014278
Hospitals and nursing and residential care facilities,2012,522934.0,445273.0,77661.0,0.1485101370345015
Hospitals and nursing and residential care facilities,2013,535852.0,455608.0,80244.0,0.14975030418846996
Hospitals and nursing and residential care facilities,2014,551034.0,466623.0,84411.0,0.15318655473164997
Hospitals and nursing and residential care facilities,2015,584347.0,493008.0,91339.0,0.15630952156852007
Hospitals and nursing and residential care facilities,2016,608030.0,511655.0,96375.0,0.15850369225202704
Hospitals and nursing and residential care facilities,2017,628320.0,530249.0,98071.0,0.15608447924624394
Hospitals and nursing and residential care facilities,2018,652959.0,553250.0,99709.0,0.15270330908985097
Hospitals and nursing and residential care facilities,2019,677289.0,572720.0,104569.0,0.15439347161994363
Hospitals and nursing and residential care facilities,2020,696908.0,591853.0,105055.0,0.15074443111572833
Hospitals and nursing and residential care facilities,2021,722854.0,605384.0,117470.0,0.1625086116975212
Hospitals and nursing and residential care facilities,2022,767325.0,655873.0,111452.0,0.14524745055875932
Hospitals and nursing and residential care facilities,2023,832273.0,704881.0,127392.0,0.15306516010972362
Social assistance,1997,39251.0,37411.0,1840.0,0.04687778655320884
Social assistance,1998,42766.0,40785.0,1981.0,0.046321844455876164
Social assistance,1999,47617.0,45411.0,2206.0,0.04632799210366046
