Industry Description,Year,Value
Accommodation,2012,93.231
Accommodation,2013,94.691
Accommodation,2014,96.946
Accommodation,2015,97.384
Accommodation,2016,98.543
Accommodation,2017,100.0
Accommodation,2018,103.56
Accommodation,2019,105.961
Accommodation,2020,69.247
Accommodation,2021,76.375
Accommodation,2022,92.192
Accommodation,2023,97.053
Food services and drinking places,1997,73.28
Food services and drinking places,1998,74.492
Food services and drinking places,1999,75.548
Food services and drinking places,2000,76.633
Food services and drinking places,2001,73.997
Food services and drinking places,2002,75.582
Food services and drinking places,2003,77.072
Food services and drinking places,2004,79.48
Food services and drinking places,2005,80.848
Food services and drinking places,2006,82.263
Food services and drinking places,2007,83.369
Food services and drinking places,2008,83.253
Food services and drinking places,2009,80.012
Food services and drinking places,2010,80.162
Food services and drinking places,2011,82.695
Food services and drinking places,2012,87.072
Food services and drinking places,2013,89.856
Food services and drinking places,2014,92.758
Food services and drinking places,2015,95.831
Food services and drinking places,2016,97.737
Food services and drinking places,2017,100.0
Food services and drinking places,2018,103.469
Food services and drinking places,2019,104.077
Food services and drinking places,2020,81.901
Food services and drinking places,2021,93.499
Food services and drinking places,2022,99.608
Food services and drinking places,2023,102.962
"Other services, except government",1997,95.767
"Other services, except government",1998,99.361
"Other services, except government",1999,99.931
"Other services, except government",2000,100.425
"Other services, except government",2001,98.575
"Other services, except government",2002,102.117
"Other services, except government",2003,101.51
"Other services, except government",2004,100.429
"Other services, except government",2005,99.7
"Other services, except government",2006,100.676
"Other services, except government",2007,100.427
"Other services, except government",2008,99.705
"Other services, except government",2009,95.975
"Other services, except government",2010,95.077
"Other services, except government",2011,96.45
"Other services, except government",2012,96.091
"Other services, except government",2013,97.427
"Other services, except government",2014,99.162
"Other services, except government",2015,99.471
"Other services, except government",2016,99.276
"Other services, except government",2017,100.0
"Other services, except government",2018,103.666
"Other services, except government",2019,104.023
"Other services, except government",2020,91.691
"Other services, except government",2021,96.261
"Other services, except government",2022,101.346
"Other services, except government",2023,103.141
Federal,1997,101.745
Federal,1998,100.089
Federal,1999,98.425
Federal,2000,101.719
Federal,2001,97.553
Federal,2002,98.146
Federal,2003,99.342
Federal,2004,98.204
Federal,2005,97.953
Federal,2006,98.068
Federal,2007,96.454
Federal,2008,97.814
Federal,2009,100.526
Federal,2010,104.714
Federal,2011,102.104
Federal,2012,100.479
Federal,2013,97.626
Federal,2014,96.855
Federal,2015,96.928
Federal,2016,99.584
Federal,2017,100.0
Federal,2018,98.808
Federal,2019,101.962
Federal,2020,104.182
Federal,2021,101.429
Federal,2022,103.131
Federal,2023,103.981
State and local,1997,90.165
State and local,1998,91.445
State and local,1999,92.191
State and local,2000,93.766
State and local,2001,95.375
State and local,2002,97.753
State and local,2003,98.14
State and local,2004,98.414
State and local,2005,98.689
State and local,2006,98.875
State and local,2007,99.961
State and local,2008,101.382
State and local,2009,101.251
State and local,2010,100.793
State and local,2011,99.226
State and local,2012,98.14
State and local,2013,97.782
State and local,2014,98.364
State and local,2015,98.054
State and local,2016,99.167
State and local,2017,100.0
State and local,2018,100.863
State and local,2019,101.913
State and local,2020,97.35
State and local,2021,97.557
State and local,2022,98.58
State and local,2023,102.09
