Industry Description,Year,Value
Support activities for mining,2018,117.583
Support activities for mining,2019,116.526
Support activities for mining,2020,78.309
Support activities for mining,2021,79.204
Support activities for mining,2022,91.677
Support activities for mining,2023,97.771
Utilities,1997,111.115
Utilities,1998,108.16
Utilities,1999,107.344
Utilities,2000,107.072
Utilities,2001,105.712
Utilities,2002,102.176
Utilities,2003,99.003
Utilities,2004,97.189
Utilities,2005,96.102
Utilities,2006,96.555
Utilities,2007,99.456
Utilities,2008,101.541
Utilities,2009,100.272
Utilities,2010,98.64
Utilities,2011,97.824
Utilities,2012,96.283
Utilities,2013,97.28
Utilities,2014,98.821
Utilities,2015,100.091
Utilities,2016,100.091
Utilities,2017,100.0
Utilities,2018,100.453
Utilities,2019,99.184
Utilities,2020,98.731
Utilities,2021,98.368
Utilities,2022,100.272
Utilities,2023,103.989
Construction,1997,85.83
Construction,1998,90.45
Construction,1999,95.542
Construction,2000,99.034
Construction,2001,99.31
Construction,2002,97.164
Construction,2003,98.099
Construction,2004,102.675
Construction,2005,106.707
Construction,2006,112.397
Construction,2007,110.567
Construction,2008,102.47
Construction,2009,84.127
Construction,2010,80.128
Construction,2011,79.105
Construction,2012,81.843
Construction,2013,85.701
Construction,2014,89.869
Construction,2015,94.569
Construction,2016,97.712
Construction,2017,100.0
Construction,2018,104.955
Construction,2019,108.391
Construction,2020,101.455
Construction,2021,106.859
Construction,2022,110.593
Construction,2023,111.956
Wood products,1997,153.127
Wood products,1998,157.384
Wood products,1999,160.615
Wood products,2000,156.495
Wood products,2001,144.657
Wood products,2002,136.592
Wood products,2003,134.182
Wood products,2004,136.757
Wood products,2005,138.956
Wood products,2006,135.977
Wood products,2007,125.816
Wood products,2008,111.836
Wood products,2009,85.907
Wood products,2010,84.723
Wood products,2011,84.74
Wood products,2012,85.475
Wood products,2013,89.489
Wood products,2014,92.474
Wood products,2015,95.156
Wood products,2016,98.365
Wood products,2017,100.0
Wood products,2018,102.061
Wood products,2019,106.229
Wood products,2020,98.455
Wood products,2021,104.547
Wood products,2022,106.169
Wood products,2023,103.791
Nonmetallic mineral products,1997,124.319
Nonmetallic mineral products,1998,125.022
Nonmetallic mineral products,1999,126.612
Nonmetallic mineral products,2000,127.866
Nonmetallic mineral products,2001,126.384
Nonmetallic mineral products,2002,119.722
Nonmetallic mineral products,2003,113.532
Nonmetallic mineral products,2004,118.224
Nonmetallic mineral products,2005,116.246
Nonmetallic mineral products,2006,120.755
Nonmetallic mineral products,2007,118.746
Nonmetallic mineral products,2008,110.439
Nonmetallic mineral products,2009,90.158
Nonmetallic mineral products,2010,86.048
Nonmetallic mineral products,2011,86.077
Nonmetallic mineral products,2012,88.627
Nonmetallic mineral products,2013,89.982
Nonmetallic mineral products,2014,92.628
Nonmetallic mineral products,2015,95.332
Nonmetallic mineral products,2016,96.944
Nonmetallic mineral products,2017,100.0
Nonmetallic mineral products,2018,99.633
Nonmetallic mineral products,2019,101.251
Nonmetallic mineral products,2020,96.732
Nonmetallic mineral products,2021,96.642
Nonmetallic mineral products,2022,100.353
Nonmetallic mineral products,2023,100.346
Primary metals,1997,174.985
Primary metals,1998,172.079
Primary metals,1999,168.872
Primary metals,2000,168.484
Primary metals,2001,150.418
Primary metals,2002,133.874
Primary metals,2003,125.328
Primary metals,2004,124.556
Primary metals,2005,124.981
Primary metals,2006,125.556
Primary metals,2007,120.275
Primary metals,2008,117.48
Primary metals,2009,90.489
Primary metals,2010,97.349
Primary metals,2011,107.06
Primary metals,2012,110.102
Primary metals,2013,107.94
Primary metals,2014,108.622
Primary metals,2015,107.366
Primary metals,2016,100.423
Primary metals,2017,100.0
Primary metals,2018,104.508
Primary metals,2019,106.617
Primary metals,2020,94.209
Primary metals,2021,95.259
Primary metals,2022,97.945
Primary metals,2023,97.674
Fabricated metal products,1997,119.356
Fabricated metal products,1998,121.288
Fabricated metal products,1999,120.556
Fabricated metal products,2000,122.096
Fabricated metal products,2001,113.697
Fabricated metal products,2002,105.426
Fabricated metal products,2003,101.102
Fabricated metal products,2004,103.163
Fabricated metal products,2005,104.415
Fabricated metal products,2006,107.987
Fabricated metal products,2007,108.997
Fabricated metal products,2008,104.719
Fabricated metal products,2009,86.983
Fabricated metal products,2010,88.41
Fabricated metal products,2011,93.383
Fabricated metal products,2012,98.112
Fabricated metal products,2013,100.627
Fabricated metal products,2014,103.845
Fabricated metal products,2015,102.904
Fabricated metal products,2016,100.124
Fabricated metal products,2017,100.0
Fabricated metal products,2018,101.764
Fabricated metal products,2019,102.47
Fabricated metal products,2020,93.672
Fabricated metal products,2021,95.21
Fabricated metal products,2022,97.419
Fabricated metal products,2023,96.772
Machinery,1997,139.36
Machinery,1998,138.624
Machinery,1999,134.057
Machinery,2000,132.418
Machinery,2001,121.57
Machinery,2002,107.271
Machinery,2003,100.555
Machinery,2004,103.493
Machinery,2005,104.41
Machinery,2006,106.992
Machinery,2007,108.003
Machinery,2008,108.163
Machinery,2009,90.618
Machinery,2010,91.113
Machinery,2011,98.322
Machinery,2012,101.603
Machinery,2013,101.68
Machinery,2014,104.947
Machinery,2015,103.123
Machinery,2016,98.594
Machinery,2017,100.0
Machinery,2018,102.153
Machinery,2019,103.057
Machinery,2020,95.117
Machinery,2021,97.5
Machinery,2022,102.063
Machinery,2023,100.59
Computer and electronic products,1997,184.622
Computer and electronic products,1998,183.33
Computer and electronic products,1999,177.113
Computer and electronic products,2000,177.646
Computer and electronic products,2001,165.099
Computer and electronic products,2002,141.17
Computer and electronic products,2003,128.67
Computer and electronic products,2004,125.211
Computer and electronic products,2005,125.009
Computer and electronic products,2006,125.345
Computer and electronic products,2007,121.942
Computer and electronic products,2008,118.779
Computer and electronic products,2009,107.779
Computer and electronic products,2010,105.255
Computer and electronic products,2011,105.383
Computer and electronic products,2012,104.095
Computer and electronic products,2013,101.922
Computer and electronic products,2014,100.194
Computer and electronic products,2015,100.421
Computer and electronic products,2016,100.255
Computer and electronic products,2017,100.0
Computer and electronic products,2018,100.024
Computer and electronic products,2019,102.739
Computer and electronic products,2020,100.37
Computer and electronic products,2021,100.656
Computer and electronic products,2022,102.473
Computer and electronic products,2023,100.536
"Electrical equipment, appliances, and components",1997,154.249
"Electrical equipment, appliances, and components",1998,153.058
"Electrical equipment, appliances, and components",1999,153.087
"Electrical equipment, appliances, and components",2000,151.241
"Electrical equipment, appliances, and components",2001,138.49
"Electrical equipment, appliances, and components",2002,124.12
"Electrical equipment, appliances, and components",2003,117.366
"Electrical equipment, appliances, and components",2004,112.74
"Electrical equipment, appliances, and components",2005,108.636
"Electrical equipment, appliances, and components",2006,109.454
"Electrical equipment, appliances, and components",2007,108.337
"Electrical equipment, appliances, and components",2008,107.185
"Electrical equipment, appliances, and components",2009,91.697
"Electrical equipment, appliances, and components",2010,89.907
"Electrical equipment, appliances, and components",2011,92.083
"Electrical equipment, appliances, and components",2012,95.194
"Electrical equipment, appliances, and components",2013,94.343
"Electrical equipment, appliances, and components",2014,94.358
"Electrical equipment, appliances, and components",2015,95.941
"Electrical equipment, appliances, and components",2016,98.267
"Electrical equipment, appliances, and components",2017,100.0
"Electrical equipment, appliances, and components",2018,101.478
"Electrical equipment, appliances, and components",2019,101.358
"Electrical equipment, appliances, and components",2020,95.225
"Electrical equipment, appliances, and components",2021,99.203
"Electrical equipment, appliances, and components",2022,100.87
"Electrical equipment, appliances, and components",2023,101.62
"Motor vehicles, bodies and trailers, and parts",1997,127.83
"Motor vehicles, bodies and trailers, and parts",1998,125.48
"Motor vehicles, bodies and trailers, and parts",1999,133.531
"Motor vehicles, bodies and trailers, and parts",2000,131.625
"Motor vehicles, bodies and trailers, and parts",2001,117.611
"Motor vehicles, bodies and trailers, and parts",2002,114.231
"Motor vehicles, bodies and trailers, and parts",2003,109.491
"Motor vehicles, bodies and trailers, and parts",2004,109.267
"Motor vehicles, bodies and trailers, and parts",2005,105.831
"Motor vehicles, bodies and trailers, and parts",2006,103.298
"Motor vehicles, bodies and trailers, and parts",2007,96.555
"Motor vehicles, bodies and trailers, and parts",2008,83.837
"Motor vehicles, bodies and trailers, and parts",2009,62.272
"Motor vehicles, bodies and trailers, and parts",2010,68.732
"Motor vehicles, bodies and trailers, and parts",2011,72.132
"Motor vehicles, bodies and trailers, and parts",2012,80.308
"Motor vehicles, bodies and trailers, and parts",2013,85.418
"Motor vehicles, bodies and trailers, and parts",2014,90.197
"Motor vehicles, bodies and trailers, and parts",2015,94.603
"Motor vehicles, bodies and trailers, and parts",2016,98.67
"Motor vehicles, bodies and trailers, and parts",2017,100.0
"Motor vehicles, bodies and trailers, and parts",2018,103.325
"Motor vehicles, bodies and trailers, and parts",2019,101.282
"Motor vehicles, bodies and trailers, and parts",2020,88.625
"Motor vehicles, bodies and trailers, and parts",2021,97.45
"Motor vehicles, bodies and trailers, and parts",2022,102.402
"Motor vehicles, bodies and trailers, and parts",2023,104.941
Other transportation equipment,1997,119.545
Other transportation equipment,1998,122.095
Other transportation equipment,1999,115.744
Other transportation equipment,2000,109.465
Other transportation equipment,2001,107.12
Other transportation equipment,2002,99.298
Other transportation equipment,2003,93.237
Other transportation equipment,2004,93.738
Other transportation equipment,2005,98.936
Other transportation equipment,2006,104.075
Other transportation equipment,2007,105.915
Other transportation equipment,2008,108.483
Other transportation equipment,2009,101.952
Other transportation equipment,2010,96.821
Other transportation equipment,2011,98.397
Other transportation equipment,2012,101.677
Other transportation equipment,2013,101.538
Other transportation equipment,2014,101.706
Other transportation equipment,2015,100.572
Other transportation equipment,2016,100.402
Other transportation equipment,2017,100.0
Other transportation equipment,2018,103.405
Other transportation equipment,2019,107.924
Other transportation equipment,2020,99.185
Other transportation equipment,2021,99.994
Other transportation equipment,2022,103.966
Other transportation equipment,2023,107.308
Furniture and related products,1997,155.809
Furniture and related products,1998,161.834
Furniture and related products,1999,167.617
Furniture and related products,2000,168.324
Furniture and related products,2001,158.939
Furniture and related products,2002,152.848
Furniture and related products,2003,146.51
Furniture and related products,2004,146.201
Furniture and related products,2005,144.813
Furniture and related products,2006,138.848
Furniture and related products,2007,131.915
Furniture and related products,2008,116.603
Furniture and related products,2009,94.035
Furniture and related products,2010,86.892
Furniture and related products,2011,88.208
Furniture and related products,2012,90.032
Furniture and related products,2013,93.149
Furniture and related products,2014,96.843
Furniture and related products,2015,96.569
Furniture and related products,2016,98.743
Furniture and related products,2017,100.0
Furniture and related products,2018,101.419
Furniture and related products,2019,97.799
Furniture and related products,2020,92.337
Furniture and related products,2021,96.729
Furniture and related products,2022,97.291
Furniture and related products,2023,89.524
Miscellaneous manufacturing,1997,126.332
Miscellaneous manufacturing,1998,124.768
Miscellaneous manufacturing,1999,123.288
Miscellaneous manufacturing,2000,121.106
Miscellaneous manufacturing,2001,118.108
Miscellaneous manufacturing,2002,112.728
Miscellaneous manufacturing,2003,109.189
Miscellaneous manufacturing,2004,110.143
Miscellaneous manufacturing,2005,108.708
Miscellaneous manufacturing,2006,109.278
Miscellaneous manufacturing,2007,107.943
Miscellaneous manufacturing,2008,107.056
Miscellaneous manufacturing,2009,98.269
Miscellaneous manufacturing,2010,94.574
Miscellaneous manufacturing,2011,95.1
Miscellaneous manufacturing,2012,97.19
Miscellaneous manufacturing,2013,96.819
Miscellaneous manufacturing,2014,98.271
Miscellaneous manufacturing,2015,101.179
Miscellaneous manufacturing,2016,100.986
Miscellaneous manufacturing,2017,100.0
Miscellaneous manufacturing,2018,101.12
Miscellaneous manufacturing,2019,104.559
Miscellaneous manufacturing,2020,95.736
Miscellaneous manufacturing,2021,100.347
Miscellaneous manufacturing,2022,102.85
Miscellaneous manufacturing,2023,102.757
Food and beverage and tobacco products,1997,97.282
Food and beverage and tobacco products,1998,94.624
Food and beverage and tobacco products,1999,95.636
Food and beverage and tobacco products,2000,95.085
Food and beverage and tobacco products,2001,93.486
Food and beverage and tobacco products,2002,91.537
Food and beverage and tobacco products,2003,90.097
Food and beverage and tobacco products,2004,89.264
Food and beverage and tobacco products,2005,86.991
Food and beverage and tobacco products,2006,89.439
Food and beverage and tobacco products,2007,90.913
Food and beverage and tobacco products,2008,90.101
Food and beverage and tobacco products,2009,86.889
Food and beverage and tobacco products,2010,87.189
Food and beverage and tobacco products,2011,88.002
Food and beverage and tobacco products,2012,89.358
Food and beverage and tobacco products,2013,90.678
Food and beverage and tobacco products,2014,90.93
Food and beverage and tobacco products,2015,93.6
Food and beverage and tobacco products,2016,96.727
Food and beverage and tobacco products,2017,100.0
Food and beverage and tobacco products,2018,101.406
Food and beverage and tobacco products,2019,105.015
Food and beverage and tobacco products,2020,101.555
Food and beverage and tobacco products,2021,107.295
Food and beverage and tobacco products,2022,111.122
Food and beverage and tobacco products,2023,109.871
Textile mills and textile product mills,1997,287.559
Textile mills and textile product mills,1998,270.06
Textile mills and textile product mills,1999,263.787
Textile mills and textile product mills,2000,251.981
Textile mills and textile product mills,2001,222.11
Textile mills and textile product mills,2002,206.224
Textile mills and textile product mills,2003,183.957
Textile mills and textile product mills,2004,171.211
Textile mills and textile product mills,2005,161.148
Textile mills and textile product mills,2006,151.86
Textile mills and textile product mills,2007,137.76
Textile mills and textile product mills,2008,124.501
Textile mills and textile product mills,2009,105.264
Textile mills and textile product mills,2010,101.437
Textile mills and textile product mills,2011,99.928
Textile mills and textile product mills,2012,100.633
Textile mills and textile product mills,2013,101.215
Textile mills and textile product mills,2014,99.33
Textile mills and textile product mills,2015,101.718
Textile mills and textile product mills,2016,102.011
Textile mills and textile product mills,2017,100.0
Textile mills and textile product mills,2018,99.591
Textile mills and textile product mills,2019,99.434
Textile mills and textile product mills,2020,87.002
Textile mills and textile product mills,2021,90.136
Textile mills and textile product mills,2022,91.736
Textile mills and textile product mills,2023,81.14
Apparel and leather and allied products,1997,478.844
Apparel and leather and allied products,1998,426.417
Apparel and leather and allied products,1999,382.399
Apparel and leather and allied products,2000,341.45
Apparel and leather and allied products,2001,299.795
Apparel and leather and allied products,2002,263.092
Apparel and leather and allied products,2003,229.133
Apparel and leather and allied products,2004,202.823
Apparel and leather and allied products,2005,189.931
Apparel and leather and allied products,2006,182.824
Apparel and leather and allied products,2007,177.757
Apparel and leather and allied products,2008,155.32
Apparel and leather and allied products,2009,134.005
Apparel and leather and allied products,2010,130.358
Apparel and leather and allied products,2011,121.755
Apparel and leather and allied products,2012,125.182
Apparel and leather and allied products,2013,118.742
Apparel and leather and allied products,2014,113.452
Apparel and leather and allied products,2015,116.147
Apparel and leather and allied products,2016,109.816
Apparel and leather and allied products,2017,100.0
Apparel and leather and allied products,2018,95.062
Apparel and leather and allied products,2019,95.137
Apparel and leather and allied products,2020,78.201
Apparel and leather and allied products,2021,78.966
Apparel and leather and allied products,2022,87.508
Apparel and leather and allied products,2023,80.262
Paper products,1997,179.858
Paper products,1998,172.362
Paper products,1999,173.381
Paper products,2000,163.271
Paper products,2001,149.7
Paper products,2002,139.096
Paper products,2003,130.517
Paper products,2004,126.924
Paper products,2005,126.328
Paper products,2006,124.281
Paper products,2007,121.527
Paper products,2008,117.123
Paper products,2009,104.429
Paper products,2010,106.606
Paper products,2011,106.419
Paper products,2012,103.201
Paper products,2013,102.903
Paper products,2014,103.741
Paper products,2015,101.645
Paper products,2016,101.204
Paper products,2017,100.0
Paper products,2018,100.425
Paper products,2019,100.627
Paper products,2020,95.328
Paper products,2021,98.857
Paper products,2022,101.755
Paper products,2023,95.212
Printing and related support activities,1997,200.447
Printing and related support activities,1998,193.274
Printing and related support activities,1999,192.778
Printing and related support activities,2000,187.791
Printing and related support activities,2001,175.85
Printing and related support activities,2002,161.351
Printing and related support activities,2003,156.335
Printing and related support activities,2004,152.619
Printing and related support activities,2005,148.254
Printing and related support activities,2006,145.878
Printing and related support activities,2007,143.031
Printing and related support activities,2008,133.106
Printing and related support activities,2009,117.553
Printing and related support activities,2010,112.86
Printing and related support activities,2011,105.762
Printing and related support activities,2012,102.848
Printing and related support activities,2013,101.692
Printing and related support activities,2014,104.052
Printing and related support activities,2015,102.176
Printing and related support activities,2016,101.369
Printing and related support activities,2017,100.0
Printing and related support activities,2018,98.241
Printing and related support activities,2019,100.141
Printing and related support activities,2020,82.664
Printing and related support activities,2021,86.871
Printing and related support activities,2022,88.909
Printing and related support activities,2023,85.507
Petroleum and coal products,1997,121.565
Petroleum and coal products,1998,116.447
Petroleum and coal products,1999,111.366
Petroleum and coal products,2000,104.217
Petroleum and coal products,2001,103.522
Petroleum and coal products,2002,99.873
Petroleum and coal products,2003,100.032
Petroleum and coal products,2004,98.331
Petroleum and coal products,2005,100.022
Petroleum and coal products,2006,102.513
Petroleum and coal products,2007,99.938
Petroleum and coal products,2008,99.503
Petroleum and coal products,2009,93.108
Petroleum and coal products,2010,98.017
Petroleum and coal products,2011,99.233
Petroleum and coal products,2012,108.103
Petroleum and coal products,2013,101.792
Petroleum and coal products,2014,100.552
Petroleum and coal products,2015,98.737
Petroleum and coal products,2016,97.314
Petroleum and coal products,2017,100.0
Petroleum and coal products,2018,102.93
Petroleum and coal products,2019,108.7
Petroleum and coal products,2020,96.258
Petroleum and coal products,2021,100.475
Petroleum and coal products,2022,102.58
Petroleum and coal products,2023,96.977
Chemical products,1997,125.321
Chemical products,1998,122.07
Chemical products,1999,121.976
Chemical products,2000,119.166
Chemical products,2001,114.938
Chemical products,2002,113.012
Chemical products,2003,110.371
Chemical products,2004,109.812
Chemical products,2005,106.339
Chemical products,2006,107.298
Chemical products,2007,104.322
Chemical products,2008,101.555
Chemical products,2009,96.748
Chemical products,2010,96.079
Chemical products,2011,96.083
Chemical products,2012,98.383
Chemical products,2013,98.548
Chemical products,2014,98.626
Chemical products,2015,98.923
Chemical products,2016,97.006
Chemical products,2017,100.0
Chemical products,2018,102.399
Chemical products,2019,106.877
Chemical products,2020,102.087
Chemical products,2021,105.794
Chemical products,2022,111.963
Chemical products,2023,111.832
Plastics and rubber products,1997,133.044
Plastics and rubber products,1998,129.214
Plastics and rubber products,1999,132.213
Plastics and rubber products,2000,129.287
Plastics and rubber products,2001,119.613
Plastics and rubber products,2002,113.311
Plastics and rubber products,2003,108.738
Plastics and rubber products,2004,107.809
Plastics and rubber products,2005,106.091
Plastics and rubber products,2006,105.762
Plastics and rubber products,2007,103.733
Plastics and rubber products,2008,99.573
Plastics and rubber products,2009,83.423
Plastics and rubber products,2010,87.508
Plastics and rubber products,2011,88.03
Plastics and rubber products,2012,89.135
Plastics and rubber products,2013,91.371
Plastics and rubber products,2014,95.022
Plastics and rubber products,2015,96.849
Plastics and rubber products,2016,97.988
Plastics and rubber products,2017,100.0
Plastics and rubber products,2018,101.058
Plastics and rubber products,2019,103.82
Plastics and rubber products,2020,96.014
Plastics and rubber products,2021,100.953
Plastics and rubber products,2022,106.847
Plastics and rubber products,2023,103.318
Wholesale trade,1997,93.545
Wholesale trade,1998,96.731
Wholesale trade,1999,96.702
Wholesale trade,2000,99.588
Wholesale trade,2001,99.253
Wholesale trade,2002,96.64
Wholesale trade,2003,95.716
Wholesale trade,2004,95.865
Wholesale trade,2005,97.962
Wholesale trade,2006,100.379
Wholesale trade,2007,101.923
Wholesale trade,2008,101.886
Wholesale trade,2009,93.461
Wholesale trade,2010,92.606
Wholesale trade,2011,95.188
Wholesale trade,2012,96.291
Wholesale trade,2013,97.799
Wholesale trade,2014,98.67
Wholesale trade,2015,99.617
Wholesale trade,2016,99.835
Wholesale trade,2017,100.0
Wholesale trade,2018,98.152
Wholesale trade,2019,99.333
Wholesale trade,2020,92.384
Wholesale trade,2021,95.392
Wholesale trade,2022,98.918
Wholesale trade,2023,101.002
Retail trade,1997,98.68
Retail trade,1998,98.953
Retail trade,1999,101.54
Retail trade,2000,101.137
Retail trade,2001,100.423
Retail trade,2002,100.024
Retail trade,2003,99.962
Retail trade,2004,100.089
Retail trade,2005,101.191
Retail trade,2006,100.76
Retail trade,2007,100.609
Retail trade,2008,98.61
Retail trade,2009,93.038
Retail trade,2010,93.496
Retail trade,2011,95.165
Retail trade,2012,96.151
Retail trade,2013,95.434
Retail trade,2014,97.296
Retail trade,2015,99.144
Retail trade,2016,99.042
Retail trade,2017,100.0
Retail trade,2018,96.687
Retail trade,2019,94.059
Retail trade,2020,89.399
Retail trade,2021,92.78
Retail trade,2022,90.98
Retail trade,2023,90.609
Air transportation,1997,144.147
Air transportation,1998,150.756
Air transportation,1999,141.094
Air transportation,2000,140.815
Air transportation,2001,141.093
Air transportation,2002,129.452
Air transportation,2003,121.193
Air transportation,2004,117.894
Air transportation,2005,115.25
Air transportation,2006,104.059
Air transportation,2007,101.074
Air transportation,2008,95.836
Air transportation,2009,90.902
Air transportation,2010,96.571
Air transportation,2011,97.235
Air transportation,2012,93.631
Air transportation,2013,90.681
Air transportation,2014,92.905
Air transportation,2015,100.502
Air transportation,2016,102.23
Air transportation,2017,100.0
Air transportation,2018,94.797
Air transportation,2019,92.718
Air transportation,2020,81.148
Air transportation,2021,92.012
Air transportation,2022,107.279
Air transportation,2023,120.369
Rail transportation,1997,151.438
Rail transportation,1998,147.863
Rail transportation,1999,144.188
Rail transportation,2000,141.927
Rail transportation,2001,126.875
Rail transportation,2002,116.206
Rail transportation,2003,117.017
Rail transportation,2004,121.592
Rail transportation,2005,120.875
Rail transportation,2006,117.902
Rail transportation,2007,117.719
Rail transportation,2008,111.786
Rail transportation,2009,102.375
Rail transportation,2010,96.928
Rail transportation,2011,103.995
Rail transportation,2012,107.223
Rail transportation,2013,108.195
Rail transportation,2014,111.901
Rail transportation,2015,113.988
Rail transportation,2016,102.735
Rail transportation,2017,100.0
Rail transportation,2018,96.907
Rail transportation,2019,91.152
Rail transportation,2020,80.155
Rail transportation,2021,78.646
Rail transportation,2022,81.82
Rail transportation,2023,82.094
Water transportation,1997,64.434
Water transportation,1998,64.058
Water transportation,1999,67.194
Water transportation,2000,73.527
Water transportation,2001,69.188
Water transportation,2002,68.5
Water transportation,2003,74.779
Water transportation,2004,76.723
Water transportation,2005,91.62
Water transportation,2006,93.408
Water transportation,2007,94.819
Water transportation,2008,98.447
Water transportation,2009,103.522
Water transportation,2010,109.076
Water transportation,2011,101.184
Water transportation,2012,104.504
Water transportation,2013,113.878
Water transportation,2014,114.833
Water transportation,2015,108.277
Water transportation,2016,103.86
Water transportation,2017,100.0
Water transportation,2018,90.763
Water transportation,2019,83.877
Water transportation,2020,76.201
Water transportation,2021,90.519
Water transportation,2022,108.829
Water transportation,2023,101.85
Truck transportation,1997,86.464
Truck transportation,1998,91.014
Truck transportation,1999,94.328
Truck transportation,2000,93.435
Truck transportation,2001,89.801
Truck transportation,2002,89.914
Truck transportation,2003,87.789
Truck transportation,2004,94.832
Truck transportation,2005,97.658
Truck transportation,2006,98.637
Truck transportation,2007,97.951
Truck transportation,2008,92.699
Truck transportation,2009,82.816
Truck transportation,2010,83.273
Truck transportation,2011,88.234
Truck transportation,2012,92.588
Truck transportation,2013,95.398
Truck transportation,2014,99.548
Truck transportation,2015,101.174
Truck transportation,2016,100.873
Truck transportation,2017,100.0
Truck transportation,2018,97.95
Truck transportation,2019,96.906
Truck transportation,2020,93.611
Truck transportation,2021,102.058
Truck transportation,2022,104.515
Truck transportation,2023,98.29
Transit and ground passenger transportation,1997,66.463
Transit and ground passenger transportation,1998,66.301
Transit and ground passenger transportation,1999,68.011
Transit and ground passenger transportation,2000,64.171
Transit and ground passenger transportation,2001,64.859
Transit and ground passenger transportation,2002,65.867
Transit and ground passenger transportation,2003,66.252
